site_id,region,beach_name,beaches,previous_visit_start_date,next_visit_start_date,match_quality,site_review_reason,scope,split_id,actual_repollution_kg_per_day,predicted_repollution_kg_per_day_extra_trees,actual_positive_repollution
436,ΚΡΗΤΗ,,ΗΡΆΚΛΕΙΟ ΠΑΡΑΛΊΑ 331,2019-12-02,2023-03-24,strong,ok,strict,1,0.0,0.2772734193144715,0
442,ΚΡΗΤΗ,,ΗΡΆΚΛΕΙΟ ΠΑΡΑΛΊΑ 337,2019-12-03,2023-03-24,probable,probable,strict,1,0.0861640430820215,0.08062260066953908,1
458,ΚΡΗΤΗ,,ΡΈΘΥΜΝΟ ΠΑΡΑΛΊΑ 353,2019-12-04,2023-03-30,strong,ok,strict,1,0.1039603960396039,0.15948425450571121,1
1437,ΤΗΝΟΣ,,ΤΉΝΟΣ ΠΑΡΑΛΊΑ 29,2020-06-25,2025-11-12,strong,ok,strict,1,0.1180061037639877,0.025568260536304337,1
1445,ΤΗΝΟΣ,,ΤΉΝΟΣ ΠΑΡΑΛΊΑ 37,2020-06-30,2025-11-12,strong,ok,strict,1,0.0,0.02316251038615663,0
1446,ΤΗΝΟΣ,,ΤΉΝΟΣ ΠΑΡΑΛΊΑ 38,2020-06-30,2025-11-12,strong,ok,strict,1,0.0,0.04793686781321208,0
1556,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 3,2020-07-31,2021-10-23,strong,ok,strict,1,0.155902004454343,0.20873966126057067,1
1579,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΤΣΟΥΓΡΙΆ ΠΑΡΑΛΊΑ 26,2020-08-02,2021-10-13,strong,ok,strict,1,0.0,0.0664049806045509,0
1592,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 39,2020-08-03,2021-10-15,strong,ok,strict,1,0.0,0.024251340489704135,0
1605,ΣΚΙΑΘΟΣ (ΤΣΟΥΓΚΡΙΑ),,ΣΚΙΆΘΟΣ ΠΑΡΑΛΊΑ 52,2020-08-04,2021-10-16,strong,ok,strict,1,0.0,0.07164843731087842,0
2026,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 1,2020-12-07,2025-09-30,strong,ok,strict,1,0.1103526734926052,0.2648881758058778,1
2035,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 10,2020-12-12,2025-09-29,probable,probable,strict,1,0.0,0.018505325973160378,0
2040,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 15,2020-12-13,2025-10-04,strong,ok,strict,1,0.0569476082004555,0.14634878926846123,1
2041,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 16,2020-12-13,2025-10-04,strong,ok,strict,1,0.0785876993166287,0.09277834640766061,1
2043,ΨΑΡΑ ,ΠΑΡΑΛΊΑ ΦΤΕΛΙΌ,ΨΑΡΆ ΠΑΡΑΛΊΑ 18,2020-12-14,2025-10-02,strong,ok,strict,1,0.0,0.12414810555883887,0
2049,ΨΑΡΑ ,ΠΑΡΑΛΊΑ ΛΉΜΝΟΣ,ΨΑΡΆ ΠΑΡΑΛΊΑ 24,2020-12-15,2025-08-17,strong,ok,strict,1,0.1606096131301289,0.38058238882375317,1
2051,ΨΑΡΑ ,ΠΑΡΑΛΊΑ ΛΑΖΑΡΈΤΑ,ΨΑΡΆ ΠΑΡΑΛΊΑ 26,2020-12-15,2025-08-17,strong,ok,strict,1,0.0,0.08029557787852555,0
2066,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 41,2020-12-19,2025-09-29,strong,ok,strict,1,0.0,0.020049883256872136,0
2067,ΨΑΡΑ ,ΠΑΡΑΛΊΑ ΆΚΡΟ ΧΕΛΏΝΑ,ΨΑΡΆ ΠΑΡΑΛΊΑ 42,2020-12-19,2025-09-29,strong,ok,strict,1,0.022349570200573,0.01986207793235673,1
2068,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 43,2020-12-19,2025-09-29,strong,ok,strict,1,0.0,0.01986207793235673,0
2073,ΨΑΡΑ ,,ΨΑΡΆ ΠΑΡΑΛΊΑ 48,2021-01-03,2025-09-29,strong,ok,strict,1,0.0,0.13007718797171441,0
2159,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 4,2020-12-29,2025-05-05,strong,ok,strict,1,0.0132241813602015,0.1992955592301045,1
2161,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 6,2020-12-30,2025-05-05,strong,ok,strict,1,0.0579710144927536,0.15232774106375724,1
2164,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 9,2021-01-10,2025-03-29,strong,ok,strict,1,0.0090968161143599,0.006979927332074222,1
2168,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 13,2021-01-10,2025-03-29,strong,ok,strict,1,0.0012995451591942,0.02184084694048262,1
2174,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 19,2021-01-14,2025-03-28,strong,ok,strict,1,0.0169491525423728,0.08606736154177502,1
2185,ΛΗΜΝΟΣ,,ΛΉΜΝΟΣ ΠΑΡΑΛΊΑ 30,2021-01-18,2025-03-29,strong,ok,strict,1,0.0176355323318092,0.02668983823302405,1
2472,ΧΕΡΣΟΝΗΣΟΣ ΑΘΩΣ,,ΧΕΡΣΌΝΗΣΟΣ ΆΘΩΣ ΠΑΡΑΛΊΑ 172 (1),2021-09-23,2021-09-29,strong,ok,strict,1,56.333333333333336,9.388310177608195,1
3631,ΖΑΚΥΝΘΟΣ,,ΖΆΚΥΝΘΟΣ ΠΑΡΑΛΊΑ 24,2022-06-22,2024-07-11,strong,ok,strict,1,0.0,0.012268520081435667,0
3632,ΖΑΚΥΝΘΟΣ,,ΖΆΚΥΝΘΟΣ ΠΑΡΑΛΊΑ 25,2022-06-22,2024-07-11,strong,ok,strict,1,0.0,0.012268520081435667,0
3652,ΖΑΚΥΝΘΟΣ,,ΖΆΚΥΝΘΟΣ ΠΑΡΑΛΊΑ 45,2022-06-23,2024-07-10,strong,ok,strict,1,0.0,0.004179527123145216,0
3662,ΚΕΦΑΛΟΝΙΑ,,ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 3,2022-06-24,2024-07-20,probable,probable,strict,1,0.0,0.01994566769686208,0
3685,ΚΕΦΑΛΟΝΙΑ,ΠΑΡΑΛΊΑ ΓΥΑΛΙΣΚΆΡΙ,ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 26,2022-06-25,2024-07-22,strong,ok,strict,1,0.0,0.006681291051669588,0
3694,ΚΕΦΑΛΟΝΙΑ,,ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 35,2022-06-25,2024-07-22,strong,ok,strict,1,0.0,0.006198559468349735,0
3698,ΚΕΦΑΛΟΝΙΑ,,ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 39,2022-06-25,2024-07-22,strong,ok,strict,1,0.0,0.0037545465406492924,0
3734,ΚΕΦΑΛΟΝΙΑ,,ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 75,2022-06-27,2024-07-30,strong,ok,strict,1,0.0,0.00026970275632799104,0
3746,ΚΕΦΑΛΟΝΙΑ,ΠΑΡΑΛΊΑ ΑΥΛΆΚΙ,ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 87 (1) | ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 87 (2),2022-06-27,2024-07-29,strong,ok,strict,1,0.2152230971128609,0.12262548161123044,1
3755,ΚΕΦΑΛΟΝΙΑ,,ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 96,2022-06-28,2024-07-27,strong,ok,strict,1,0.0,2.5296675993908758e-05,0
3756,ΚΕΦΑΛΟΝΙΑ,ΠΑΡΑΛΊΑ ΜΠΙΆΒΑ,ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 97,2022-06-28,2024-07-27,strong,ok,strict,1,0.0,2.5296675993908758e-05,0
3760,ΚΕΦΑΛΟΝΙΑ,,ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 101,2022-06-28,2024-07-27,strong,ok,strict,1,0.0,0.0,0
3768,ΚΕΦΑΛΟΝΙΑ,,ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 109,2022-06-29,2024-07-27,strong,ok,strict,1,0.0,0.0007038221660165497,0
3776,ΚΕΦΑΛΟΝΙΑ,,ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 117,2022-06-29,2024-07-27,strong,ok,strict,1,0.0,0.0008001088307536922,0
3796,ΚΕΦΑΛΟΝΙΑ,,ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 137,2022-06-30,2024-07-26,strong,ok,strict,1,0.0,0.014732658969884321,0
3797,ΚΕΦΑΛΟΝΙΑ,ΠΑΡΑΛΊΑ ΞΗΛΏΜΑΤΑ,ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 138,2022-06-30,2024-07-26,strong,ok,strict,1,0.0,0.0216884407309513,0
3814,ΚΕΦΑΛΟΝΙΑ,,ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 155,2022-07-01,2024-07-19,strong,ok,strict,1,0.0,0.0021017951629581995,0
3816,ΚΕΦΑΛΟΝΙΑ,,ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 157,2022-07-01,2024-07-19,strong,ok,strict,1,0.0,0.0023456341506866564,0
3823,ΚΕΦΑΛΟΝΙΑ,,ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 164,2022-07-01,2024-07-20,strong,ok,strict,1,0.0,0.04852408807361448,0
3825,ΚΕΦΑΛΟΝΙΑ,,ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 166,2022-07-01,2024-07-20,strong,ok,strict,1,0.0,0.04852408807361448,0
3833,ΚΕΦΑΛΟΝΙΑ,,ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 174,2022-07-02,2024-07-21,strong,ok,strict,1,0.0,0.0016146680635480398,0
3851,ΚΕΦΑΛΟΝΙΑ,,ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 192,2022-07-02,2024-07-20,strong,ok,strict,1,0.0,0.000600048753995256,0
3863,ΚΕΦΑΛΟΝΙΑ,,ΚΕΦΑΛΟΝΙΆ ΠΑΡΑΛΊΑ 204,2022-07-03,2024-07-20,strong,ok,strict,1,0.0,0.04852408807361448,0
3889,ΙΘΑΚΗ,,ΙΘΆΚΗ ΠΑΡΑΛΊΑ 21,2022-07-04,2024-07-27,strong,ok,strict,1,0.0,0.0072999029331143415,0
3893,ΙΘΑΚΗ,ΠΑΡΑΛΊΑ ΧΟΎΛΑ,ΙΘΆΚΗ ΠΑΡΑΛΊΑ 25,2022-07-04,2024-07-27,strong,ok,strict,1,0.0,0.0,0
3930,ΙΘΑΚΗ,,ΙΘΆΚΗ ΠΑΡΑΛΊΑ 62,2022-07-05,2024-07-28,strong,ok,strict,1,0.0,0.00018476224471427813,0
3945,ΙΘΑΚΗ,,ΙΘΆΚΗ ΠΑΡΑΛΊΑ 77,2022-07-06,2024-07-28,strong,ok,strict,1,0.0,0.026862336087382557,0
3948,ΙΘΑΚΗ,,ΙΘΆΚΗ ΠΑΡΑΛΊΑ 80,2022-07-06,2024-07-27,strong,ok,strict,1,0.0,0.0,0
3958,ΙΘΑΚΗ,,ΙΘΆΚΗ ΠΑΡΑΛΊΑ 90,2022-07-07,2024-07-29,strong,ok,strict,1,0.0,0.0,0
3962,ΙΘΑΚΗ,,ΙΘΆΚΗ ΠΑΡΑΛΊΑ 94,2022-07-07,2024-07-29,strong,ok,strict,1,0.0,0.0,0
3977,ΙΘΑΚΗ,,ΙΘΆΚΗ ΠΑΡΑΛΊΑ 109,2022-07-07,2024-07-29,strong,ok,strict,1,0.0,0.0,0
3978,ΙΘΑΚΗ,,ΙΘΆΚΗ ΠΑΡΑΛΊΑ 110,2022-07-07,2024-07-29,strong,ok,strict,1,0.0,0.07656386002947146,0
3983,ΙΘΑΚΗ,,ΙΘΆΚΗ ΠΑΡΑΛΊΑ 115,2022-07-08,2024-07-29,strong,ok,strict,1,0.0,0.008434126952873258,0
4364,ΠΑΞΟΙ - ΑΝΤΙΠΑΞΟΙ,,ΠΑΞΟΊ ΠΑΡΑΛΊΑ 21,2022-07-31,2024-10-09,strong,ok,strict,1,0.0,0.025422544055551628,0
4368,ΠΑΞΟΙ - ΑΝΤΙΠΑΞΟΙ,,ΠΑΞΟΊ ΠΑΡΑΛΊΑ 25,2022-07-31,2024-10-09,strong,ok,strict,1,0.0,0.0,0
4370,ΠΑΞΟΙ - ΑΝΤΙΠΑΞΟΙ,,ΠΑΞΟΊ ΠΑΡΑΛΊΑ 27,2022-07-31,2024-10-09,strong,ok,strict,1,0.0,0.0,0
4377,ΠΑΞΟΙ - ΑΝΤΙΠΑΞΟΙ,,ΠΑΞΟΊ ΠΑΡΑΛΊΑ 34,2022-07-31,2024-10-09,strong,ok,strict,1,0.0,9.943014528667493e-05,0
4415,ΚΕΡΚΥΡΑ,,ΚΈΡΚΥΡΑ ΠΑΡΑΛΊΑ 35,2022-08-02,2024-09-12,strong,ok,strict,1,0.0,0.0027346934554037506,0
4472,ΚΕΡΚΥΡΑ,,ΚΈΡΚΥΡΑ ΠΑΡΑΛΊΑ 92,2022-08-07,2024-10-16,strong,ok,strict,1,0.0,4.678974540256407e-05,0
4484,ΚΕΡΚΥΡΑ,ΠΑΡΑΛΊΑ ΚΑΜΆΡΙ,ΚΈΡΚΥΡΑ ΠΑΡΑΛΊΑ 104,2022-08-07,2024-09-29,strong,ok,strict,1,0.0,0.0002437646713373103,0
4512,ΚΕΡΚΥΡΑ,ΠΑΡΑΛΊΑ ΣΤΡΟΓΓΥΛΌ,ΚΈΡΚΥΡΑ ΠΑΡΑΛΊΑ 132,2022-08-11,2024-09-25,strong,ok,strict,1,0.0,0.0,0
4537,ΚΕΡΚΥΡΑ,,ΚΈΡΚΥΡΑ ΠΑΡΑΛΊΑ 157,2022-08-12,2024-09-15,strong,ok,strict,1,0.0,0.0,0
4540,ΚΕΡΚΥΡΑ,,ΚΈΡΚΥΡΑ ΠΑΡΑΛΊΑ 160,2022-08-12,2024-09-15,strong,ok,strict,1,0.0,0.0,0
4577,ΚΕΡΚΥΡΑ,,ΕΡΕΙΚΟΎΣΑ ΠΑΡΑΛΊΑ 2,2022-08-15,2024-10-06,probable,probable,strict,1,0.0,0.0009612145999789395,0
4581,ΚΕΡΚΥΡΑ,,ΕΡΕΙΚΟΎΣΑ ΠΑΡΑΛΊΑ 6,2022-08-15,2024-10-07,strong,ok,strict,1,0.0,0.0038194928797603707,0
4582,ΚΕΡΚΥΡΑ,,ΕΡΕΙΚΟΎΣΑ ΠΑΡΑΛΊΑ 7,2022-08-15,2024-10-07,strong,ok,strict,1,0.0,0.0038194928797603707,0
4588,ΚΕΡΚΥΡΑ,,ΕΡΕΙΚΟΎΣΑ ΠΑΡΑΛΊΑ 13,2022-08-16,2024-10-07,strong,ok,strict,1,0.0,0.00974929051844953,0
4590,ΚΕΡΚΥΡΑ,,ΕΡΕΙΚΟΎΣΑ ΠΑΡΑΛΊΑ 15,2022-08-16,2024-10-07,strong,ok,strict,1,0.0,0.0038408274823523614,0
4593,ΚΕΡΚΥΡΑ,ΠΑΡΑΛΊΑ ΚΟΝΤΟΣΚΙΈΣ,ΟΘΩΝΟΊ ΠΑΡΑΛΊΑ 1,2022-08-16,2024-10-06,strong,ok,strict,1,0.0,0.02279562241676109,0
4604,ΚΕΡΚΥΡΑ,,ΟΘΩΝΟΊ ΠΑΡΑΛΊΑ 12,2022-08-20,2024-10-01,probable,probable,strict,1,0.0,0.015065743427690043,0
4613,ΚΕΡΚΥΡΑ,,ΟΘΩΝΟΊ ΠΑΡΑΛΊΑ 21,2022-08-20,2024-09-30,strong,ok,strict,1,0.0,0.06243432694389089,0
4620,ΚΕΡΚΥΡΑ,,ΜΑΘΡΆΚΙ ΠΑΡΑΛΊΑ 7,2022-08-22,2024-10-08,strong,ok,strict,1,0.0,0.0024874266396183627,0
4685,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 21,2022-09-11,2025-06-06,strong,ok,strict,1,0.4074074074074074,0.37467992576332243,1
4687,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 23,2022-09-12,2025-06-04,strong,ok,strict,1,0.1375502008032128,0.18376505192003617,1
4691,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 27,2022-09-12,2025-06-04,strong,ok,strict,1,0.2028112449799196,0.07320290984318494,1
4692,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 28,2022-09-12,2025-06-04,strong,ok,strict,1,0.1596385542168674,0.17061971721767288,1
4705,ΛΕΣΒΟΣ,ΠΑΡΑΛΊΑ ΜΕΣΑΎΡΟΥ,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 41 (1) | ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 41 (2),2022-09-13,2025-05-30,strong,ok,strict,1,0.1799797775530839,0.1789814381125791,1
4708,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 44,2022-09-14,2025-06-01,strong,ok,strict,1,0.3945509586276488,0.3610022520034649,1
4740,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 76 (1),2022-09-18,2022-09-27,strong,ok,strict,1,57.333333333333336,7.420004690976637,1
4740,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 76 (2) | ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 76 (3),2022-09-27,2025-05-27,strong,ok,strict,1,1.588477366255144,0.3346855557646826,1
4750,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 86 (1) | ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 86 (2),2022-09-21,2025-06-15,strong,ok,strict,1,0.1303911735205616,0.3031646577556709,1
4798,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 136,2022-09-25,2025-06-13,strong,ok,strict,1,0.0,0.019479021886374112,0
4802,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 140,2022-09-25,2025-06-12,strong,ok,strict,1,0.0585267406659939,0.035901542922041396,1
4803,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 141,2022-09-25,2025-06-12,strong,ok,strict,1,0.0514631685166498,0.08238358403132538,1
4806,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 144,2022-09-27,2025-06-13,strong,ok,strict,1,0.0,0.033010521925014163,0
4812,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 150,2022-09-28,2025-08-19,strong,ok,strict,1,0.6401515151515151,0.16573162930705718,1
4897,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 235,2022-10-04,2025-06-09,strong,ok,strict,1,0.0,0.1062314673169921,0
4899,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 237 (1) | ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 237 (2),2022-10-04,2025-06-10,strong,ok,strict,1,0.1399387129724208,0.12904083458319485,1
4916,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 256,2022-10-11,2025-06-07,strong,ok,strict,1,0.4030927835051546,0.12682037677282382,1
4928,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 268,2022-10-13,2025-08-05,strong,ok,strict,1,0.5199610516066212,0.15248380555354318,1
4934,ΛΕΣΒΟΣ,ΠΑΡΑΛΊΑ ΠΆΜΦΙΛΑ,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 274,2022-10-19,2025-06-25,strong,ok,strict,1,0.1040816326530612,0.08929036231030725,1
4935,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 275,2022-10-19,2025-06-25,strong,ok,strict,1,0.0,0.1021366152345007,0
4939,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 279,2022-10-19,2025-06-26,strong,ok,strict,1,0.1610601427115188,0.09081355557179072,1
4948,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 288,2022-10-21,2025-06-29,strong,ok,strict,1,0.1069246435845213,0.3685235292323167,1
4950,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 290,2022-10-21,2025-06-29,probable,probable,strict,1,0.2372708757637474,0.13965022538675334,1
4952,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 292,2022-10-22,2025-07-06,strong,ok,strict,1,0.0,0.2141747059113431,0
4955,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 295 (1) | ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 295 (2),2022-10-22,2025-07-16,strong,ok,strict,1,0.8385155466399198,0.47145560860434826,1
4959,ΛΕΣΒΟΣ,,ΛΈΣΒΟΣ ΠΑΡΑΛΊΑ 299,2022-10-23,2025-07-18,strong,ok,strict,1,0.3133133133133133,0.15193480575908674,1
5264,ΠΑΡΟΣ,,ΠΆΡΟΣ ΠΑΡΑΛΊΑ 62 (1) | ΠΆΡΟΣ ΠΑΡΑΛΊΑ 62 (2),2022-12-08,2024-06-12,strong,ok,strict,1,0.08,0.1279120530966972,1
5489,ΣΧΟΙΝΟΥΣΑ,ΠΑΡΑΛΊΑ ΓΚΑΓΚΆΒΗ,ΣΧΟΙΝΟΎΣΣΑ ΠΑΡΑΛΊΑ 10,2022-12-21,2024-05-25,strong,ok,strict,1,0.0710172744721689,0.04511676049043933,1
5657,ΙΟΣ,,ΊΟΣ ΠΑΡΑΛΊΑ 14,2023-01-06,2024-05-23,strong,ok,strict,1,0.0,7.993359863175045e-05,0
5668,ΙΟΣ,,ΊΟΣ ΠΑΡΑΛΊΑ 25,2023-01-07,2024-05-23,strong,ok,strict,1,0.0,0.0,0
5670,ΙΟΣ,,ΊΟΣ ΠΑΡΑΛΊΑ 27,2023-01-07,2024-05-23,strong,ok,strict,1,0.0,0.0003369093905699849,0
5672,ΙΟΣ,ΠΑΡΑΛΊΑ ΤΡΕΊΣ ΚΛΙΣΙΈΣ,ΊΟΣ ΠΑΡΑΛΊΑ 29,2023-01-07,2024-05-23,strong,ok,strict,1,0.0,0.005790698559868637,0
5675,ΙΟΣ,ΠΑΡΑΛΊΑ ΠΈΠΑ,ΊΟΣ ΠΑΡΑΛΊΑ 32,2023-01-07,2024-05-24,strong,ok,strict,1,0.0,0.01793826036538693,0
5676,ΙΟΣ,ΠΑΡΑΛΊΑ ΜΑΝΟΎΣΟΥ,ΊΟΣ ΠΑΡΑΛΊΑ 33,2023-01-07,2024-05-24,strong,ok,strict,1,0.2564612326043737,0.01793826036538693,1
5677,ΙΟΣ,,ΊΟΣ ΠΑΡΑΛΊΑ 34,2023-01-07,2024-05-24,strong,ok,strict,1,0.0,0.01793826036538693,0
10743,ΧΑΛΚΙΔΙΚΗ,,ΆΘΩΣ ΠΑΡΑΛΊΑ 224 (1),2024-12-15,2025-02-03,strong,ok,strict,1,12.34,3.5082513565177096,1
13028,ΑΝΔΡΟΣ,,ΆΝΔΡΟΣ ΠΑΡΑΛΊΑ 80 (1),2025-11-11,2025-11-27,strong,ok,strict,1,40.25,6.813059355050304,1
13197,ΑΝΔΡΟΣ,,ΆΝΔΡΟΣ ΠΑΡΑΛΊΑ 100 (1) | ΆΝΔΡΟΣ ΠΑΡΑΛΊΑ 100 (2) | ΆΝΔΡΟΣ ΠΑΡΑΛΊΑ 100 (3) | ΆΝΔΡΟΣ ΠΑΡΑΛΊΑ 100 (4) | ΆΝΔΡΟΣ ΠΑΡΑΛΊΑ 100 (5) | ΆΝΔΡΟΣ ΠΑΡΑΛΊΑ 100 (6),2025-11-16,2025-12-02,strong,ok,strict,1,14.555555555555555,6.818208426365876,1
13337,ΕΥΒΟΙΑ,,ΕΎΒΟΙΑ ΠΑΡΑΛΊΑ 96 (1),2025-12-14,2026-01-19,strong,ok,strict,1,3.138888888888889,5.020441017943335,1
