interval_id,site_id,Date,Latitude,Longitude,demographic_coordinate_source
45,69,2019-09-24,36.913175,25.583225,interval_coordinate
46,70,2019-09-24,36.913458,25.589842,interval_coordinate
47,87,2019-09-30,36.834056,25.912831,interval_coordinate
48,90,2019-09-30,36.786261,25.826972,interval_coordinate
49,96,2019-10-01,36.807972,25.800144,interval_coordinate
50,107,2019-10-11,35.450756,24.181858,interval_coordinate
51,108,2019-10-12,35.519222,23.612733,interval_coordinate
52,114,2019-10-13,35.59835,23.71095,interval_coordinate
53,120,2019-10-14,35.509375,23.568597,interval_coordinate
54,134,2019-10-19,35.288219,23.529719,interval_coordinate
55,144,2019-10-19,35.249947,23.577808,interval_coordinate
56,163,2019-10-26,35.238911,23.881653,interval_coordinate
57,168,2019-10-27,35.230211,23.968167,interval_coordinate
58,171,2019-10-27,35.219153,24.003214,interval_coordinate
59,177,2019-10-28,35.193075,24.146503,interval_coordinate
60,183,2019-10-28,35.200031,24.191142,interval_coordinate
61,185,2019-10-29,34.859286,24.109786,interval_coordinate
62,190,2019-10-29,34.859342,24.062942,interval_coordinate
63,192,2019-10-29,34.804594,24.1234,interval_coordinate
64,193,2019-10-29,34.816736,24.123347,interval_coordinate
65,194,2019-10-29,34.827058,24.112867,interval_coordinate
66,196,2019-10-30,35.196367,24.205989,interval_coordinate
67,203,2019-10-30,35.180656,24.256611,interval_coordinate
68,207,2019-10-30,35.178189,24.278053,interval_coordinate
69,213,2019-10-30,35.189192,24.322508,interval_coordinate
70,222,2019-10-31,35.149314,24.494558,interval_coordinate
71,228,2019-11-01,35.141672,24.52295,interval_coordinate
72,232,2019-11-01,35.103447,24.560553,interval_coordinate
73,236,2019-11-02,35.097389,24.676797,interval_coordinate
74,237,2019-11-02,35.095919,24.701533,interval_coordinate
75,247,2019-11-04,34.940994,24.840647,interval_coordinate
76,249,2019-11-04,34.939581,24.855689,interval_coordinate
77,251,2019-11-04,34.936033,24.873261,interval_coordinate
78,255,2019-11-05,34.932836,24.940422,interval_coordinate
79,255,2023-05-07,36.7955,21.823917,interval_coordinate
80,265,2019-11-05,34.934256,25.017917,interval_coordinate
81,266,2019-11-05,34.936308,25.021331,interval_coordinate
82,269,2019-11-05,34.941947,25.056822,interval_coordinate
83,273,2019-11-06,34.948061,25.119172,interval_coordinate
84,279,2019-11-06,34.955928,25.159528,interval_coordinate
85,280,2019-11-06,34.956542,25.162269,interval_coordinate
86,281,2019-11-06,34.953775,25.177472,interval_coordinate
87,282,2019-11-06,34.953786,25.188133,interval_coordinate
88,283,2019-11-06,34.959694,25.243647,interval_coordinate
89,286,2019-11-07,34.965344,25.256542,interval_coordinate
90,287,2019-11-07,34.974569,25.273208,interval_coordinate
91,292,2019-11-07,34.983461,25.306839,interval_coordinate
92,312,2019-11-11,34.876428,25.722958,interval_coordinate
93,313,2019-11-11,34.875386,25.707817,interval_coordinate
94,319,2019-11-11,34.874214,25.729578,interval_coordinate
95,320,2019-11-11,34.876614,25.731089,interval_coordinate
96,332,2019-11-13,34.944747,26.143556,interval_coordinate
97,334,2019-11-13,34.949622,26.133661,interval_coordinate
98,335,2019-11-13,34.947842,26.129314,interval_coordinate
99,352,2019-11-16,35.167033,26.279497,interval_coordinate
100,354,2019-11-16,35.169908,26.283808,interval_coordinate
101,370,2019-11-19,35.211903,26.186231,interval_coordinate
102,374,2019-11-21,35.206033,26.173264,interval_coordinate
103,375,2019-11-21,35.203386,26.171644,interval_coordinate
104,380,2019-11-22,35.25635,26.226542,interval_coordinate
105,406,2019-11-27,35.198011,25.728614,interval_coordinate
106,410,2019-11-28,35.339108,25.72465,interval_coordinate
107,414,2019-11-28,35.335786,25.753042,interval_coordinate
108,418,2019-11-28,35.336319,25.687669,interval_coordinate
109,422,2019-11-29,35.332192,25.601069,interval_coordinate
110,423,2019-11-30,35.326289,25.585164,interval_coordinate
111,436,2019-12-02,35.379142,25.036914,interval_coordinate
112,442,2019-12-03,35.386519,25.040422,interval_coordinate
113,449,2019-12-03,35.402711,24.920431,interval_coordinate
114,458,2019-12-04,35.407783,24.815181,interval_coordinate
115,472,2019-12-07,35.419358,24.672631,interval_coordinate
116,475,2019-12-08,35.411903,24.64115,interval_coordinate
117,490,2019-12-17,35.886831,23.294964,interval_coordinate
118,497,2019-12-17,36.163636,22.952203,interval_coordinate
119,501,2019-12-18,36.209997,23.052542,interval_coordinate
120,512,2019-12-19,36.379397,22.944136,interval_coordinate
121,513,2019-12-19,36.254672,22.923039,interval_coordinate
122,518,2019-12-20,36.7671,21.931633,interval_coordinate
123,526,2019-12-21,36.77205,21.837775,interval_coordinate
124,526,2023-05-07,36.771972,21.837722,interval_coordinate
125,552,2019-12-28,36.919631,22.131306,interval_coordinate
126,572,2019-12-31,36.462717,22.434572,interval_coordinate
127,574,2019-12-31,36.460203,22.443972,interval_coordinate
128,575,2019-12-31,36.454969,22.450233,interval_coordinate
129,577,2019-12-31,36.4515,22.458403,interval_coordinate
130,579,2019-12-31,36.422981,22.473289,interval_coordinate
131,581,2020-01-01,36.4125,22.488864,interval_coordinate
132,583,2020-01-01,36.433108,22.481378,interval_coordinate
133,584,2020-01-01,36.438981,22.490136,interval_coordinate
134,620,2020-01-10,36.440817,23.108908,interval_coordinate
135,637,2020-01-13,37.241967,22.874469,interval_coordinate
136,651,2020-01-15,37.471258,22.739625,interval_coordinate
137,654,2020-01-15,37.48795,22.727039,interval_coordinate
138,655,2020-01-15,37.496019,22.728847,interval_coordinate
139,682,2020-01-21,37.351133,23.109761,interval_coordinate
140,688,2020-01-22,37.278708,23.127383,interval_coordinate
141,689,2020-01-22,37.279567,23.122869,interval_coordinate
142,689,2023-06-06,37.334528,23.332167,interval_coordinate
143,690,2020-01-22,37.280472,23.117056,interval_coordinate
144,690,2023-05-24,37.2805,23.117139,interval_coordinate
145,690,2023-06-06,37.334833,23.334972,interval_coordinate
146,691,2020-01-22,37.276236,23.110728,interval_coordinate
147,691,2023-05-27,37.334861,23.336,interval_coordinate
148,691,2023-06-05,37.334861,23.336,interval_coordinate
149,692,2020-01-22,37.277656,23.099903,interval_coordinate
150,692,2023-06-08,37.346056,23.320472,interval_coordinate
151,715,2020-01-25,37.343736,23.356356,interval_coordinate
152,715,2023-06-05,37.343722,23.356389,interval_coordinate
153,716,2020-01-25,37.344172,23.354475,interval_coordinate
154,716,2023-06-05,37.344194,23.3545,interval_coordinate
155,723,2020-01-28,37.327928,23.421297,interval_coordinate
156,723,2023-05-31,37.327944,23.421306,interval_coordinate
157,724,2020-01-28,37.324928,23.414442,interval_coordinate
158,728,2020-01-28,37.301139,23.395444,interval_coordinate
159,728,2023-05-29,37.301056,23.395417,interval_coordinate
160,729,2020-01-29,37.326614,23.498828,interval_coordinate
161,730,2020-01-29,37.34225,23.502681,interval_coordinate
162,730,2023-05-28,37.342222,23.502722,interval_coordinate
163,741,2020-01-31,37.723069,23.3846,interval_coordinate
164,742,2020-02-01,37.748733,23.424983,interval_coordinate
165,753,2020-02-02,37.800961,23.335775,interval_coordinate
166,754,2020-02-03,37.819606,23.263358,interval_coordinate
167,767,2020-02-12,37.95745,24.519597,interval_coordinate
168,768,2020-02-12,37.963428,24.526614,interval_coordinate
169,769,2020-02-12,37.965611,24.526997,interval_coordinate
170,776,2020-02-12,38.025672,24.578178,interval_coordinate
171,781,2020-02-14,38.125931,24.582208,interval_coordinate
172,785,2020-02-18,37.983606,24.251392,interval_coordinate
173,786,2020-02-18,37.99135,24.233772,interval_coordinate
174,787,2020-02-18,38.008058,24.279636,interval_coordinate
175,788,2020-02-18,38.010692,24.277997,interval_coordinate
176,965,2020-03-28,38.197836,24.271503,interval_coordinate
177,966,2020-03-28,38.190925,24.296025,interval_coordinate
178,969,2020-03-29,37.901183,24.906364,interval_coordinate
179,970,2020-03-29,37.900214,24.8925,interval_coordinate
180,972,2020-03-29,37.905978,24.854786,interval_coordinate
181,980,2020-03-30,37.975983,24.726219,interval_coordinate
182,987,2020-04-01,37.858881,24.7844,interval_coordinate
183,1002,2020-04-11,37.549856,24.27605,interval_coordinate
184,1003,2020-04-11,37.553061,24.276442,interval_coordinate
185,1004,2020-04-11,37.563836,24.2801,interval_coordinate
186,1005,2020-04-11,37.574344,24.280814,interval_coordinate
187,1006,2020-04-11,37.577286,24.281047,interval_coordinate
188,1007,2020-04-11,37.579467,24.280111,interval_coordinate
189,1009,2020-04-11,37.580958,24.278106,interval_coordinate
190,1010,2020-04-12,37.591817,24.270978,interval_coordinate
191,1011,2020-04-12,37.593494,24.271772,interval_coordinate
192,1012,2020-04-12,37.599589,24.276767,interval_coordinate
193,1013,2020-04-12,37.608017,24.272042,interval_coordinate
194,1014,2020-04-12,37.617997,24.278114,interval_coordinate
195,1015,2020-04-12,37.622694,24.280917,interval_coordinate
196,1016,2020-04-12,37.629781,24.285442,interval_coordinate
197,1017,2020-04-12,37.639236,24.290081,interval_coordinate
198,1018,2020-04-13,37.658439,24.299994,interval_coordinate
199,1019,2020-04-13,37.658069,24.314814,interval_coordinate
200,1020,2020-04-13,37.66235,24.321372,interval_coordinate
201,1021,2020-04-13,37.675597,24.326267,interval_coordinate
202,1022,2020-04-13,37.674831,24.350439,interval_coordinate
203,1023,2020-04-13,37.680683,24.356722,interval_coordinate
204,1024,2020-04-13,37.662047,24.398683,interval_coordinate
205,1024,2020-05-12,37.662047,24.398683,interval_coordinate
206,1025,2020-04-14,37.646281,24.400586,interval_coordinate
207,1027,2020-04-14,37.636511,24.398775,interval_coordinate
208,1027,2020-05-21,37.636511,24.398775,interval_coordinate
209,1028,2020-04-14,37.626381,24.394506,interval_coordinate
210,1029,2020-04-14,37.618411,24.391531,interval_coordinate
211,1030,2020-04-14,37.608928,24.385158,interval_coordinate
212,1031,2020-04-14,37.593042,24.370306,interval_coordinate
213,1032,2020-04-14,37.579069,24.358444,interval_coordinate
214,1033,2020-04-14,37.560269,24.331911,interval_coordinate
215,1034,2020-04-14,37.555522,24.325686,interval_coordinate
216,1035,2020-04-17,37.538028,24.310186,interval_coordinate
217,1036,2020-04-17,37.531581,24.299769,interval_coordinate
218,1036,2020-05-10,37.531581,24.299769,interval_coordinate
219,1037,2020-04-17,37.471122,24.433358,interval_coordinate
220,1037,2020-05-01,37.471122,24.433358,interval_coordinate
221,1040,2020-04-17,37.452836,24.428828,interval_coordinate
222,1044,2020-04-17,37.438119,24.430539,interval_coordinate
223,1045,2020-04-18,37.427958,24.441622,interval_coordinate
224,1045,2020-05-02,37.427958,24.441622,interval_coordinate
225,1046,2020-04-18,37.399508,24.469986,interval_coordinate
226,1047,2020-04-18,37.398319,24.466139,interval_coordinate
227,1047,2020-05-03,37.398319,24.466139,interval_coordinate
228,1048,2020-04-18,37.395481,24.463383,interval_coordinate
229,1048,2020-05-03,37.395481,24.463383,interval_coordinate
230,1054,2020-04-18,37.368681,24.448944,interval_coordinate
231,1054,2020-05-03,37.368681,24.448944,interval_coordinate
232,1056,2020-04-18,37.346767,24.438039,interval_coordinate
233,1058,2020-04-19,37.33735,24.427539,interval_coordinate
234,1061,2020-04-19,37.318475,24.401239,interval_coordinate
235,1062,2020-04-19,37.304181,24.380286,interval_coordinate
236,1064,2020-04-19,37.318183,24.374175,interval_coordinate
237,1065,2020-04-19,37.334619,24.379839,interval_coordinate
238,1066,2020-04-19,37.350164,24.385917,interval_coordinate
239,1067,2020-04-19,37.357942,24.388956,interval_coordinate
240,1069,2020-04-19,37.371608,24.39855,interval_coordinate
241,1069,2020-05-06,37.371608,24.39855,interval_coordinate
242,1074,2020-04-20,37.418322,24.373542,interval_coordinate
243,1104,2020-04-29,37.725928,24.913569,interval_coordinate
244,1108,2020-05-01,37.458017,24.428272,interval_coordinate
245,1109,2020-05-01,37.448961,24.429267,interval_coordinate
246,1115,2020-05-02,37.428433,24.450036,interval_coordinate
247,1116,2020-05-03,37.425956,24.467839,interval_coordinate
248,1117,2020-05-03,37.396436,24.473072,interval_coordinate
249,1120,2020-05-03,37.377467,24.454564,interval_coordinate
250,1140,2020-05-05,37.323806,24.371394,interval_coordinate
251,1141,2020-05-05,37.3278,24.373231,interval_coordinate
252,1142,2020-05-06,37.332078,24.375503,interval_coordinate
253,1143,2020-05-06,37.338547,24.378864,interval_coordinate
254,1144,2020-05-06,37.340456,24.379317,interval_coordinate
255,1146,2020-05-06,37.344461,24.381764,interval_coordinate
256,1148,2020-05-06,37.361481,24.392717,interval_coordinate
257,1152,2020-05-08,37.394614,24.396456,interval_coordinate
258,1154,2020-05-08,37.4023,24.396842,interval_coordinate
259,1155,2020-05-08,37.405517,24.391953,interval_coordinate
260,1164,2020-05-10,37.532908,24.304683,interval_coordinate
261,1165,2020-05-10,37.536275,24.307183,interval_coordinate
262,1169,2020-05-10,37.565792,24.341969,interval_coordinate
263,1170,2020-05-12,37.682642,24.357281,interval_coordinate
264,1172,2020-05-13,37.684497,24.346489,interval_coordinate
265,1173,2020-05-14,37.683886,24.345803,interval_coordinate
266,1174,2020-05-14,37.683383,24.343478,interval_coordinate
267,1176,2020-05-14,37.680467,24.334228,interval_coordinate
268,1177,2020-05-15,37.678631,24.333653,interval_coordinate
269,1188,2020-05-18,37.588969,24.268956,interval_coordinate
270,1195,2020-05-18,37.560128,24.2779,interval_coordinate
271,1197,2020-05-19,37.528703,24.276467,interval_coordinate
272,1198,2020-05-19,37.527322,24.276861,interval_coordinate
273,1199,2020-05-20,37.569958,24.349678,interval_coordinate
274,1200,2020-05-20,37.575811,24.356817,interval_coordinate
275,1201,2020-05-20,37.582594,24.362078,interval_coordinate
276,1202,2020-05-20,37.58555,24.363561,interval_coordinate
277,1204,2020-05-20,37.595822,24.373819,interval_coordinate
278,1205,2020-05-20,37.59905,24.376675,interval_coordinate
279,1206,2020-05-20,37.6128,24.389686,interval_coordinate
280,1208,2020-05-20,37.622517,24.393064,interval_coordinate
281,1209,2020-05-20,37.629542,24.396675,interval_coordinate
282,1210,2020-05-21,37.651056,24.407547,interval_coordinate
283,1245,2020-05-25,37.95605,24.51935,interval_coordinate
284,1251,2020-05-25,37.987361,24.468236,interval_coordinate
285,1252,2020-05-25,37.988942,24.466494,interval_coordinate
286,1255,2020-05-26,37.99625,24.461989,interval_coordinate
287,1272,2020-05-27,37.999736,24.393989,interval_coordinate
288,1274,2020-05-27,37.997875,24.393142,interval_coordinate
289,1285,2020-05-28,37.974111,24.397431,interval_coordinate
290,1287,2020-05-29,37.971858,24.387594,interval_coordinate
291,1288,2020-05-29,37.970039,24.385181,interval_coordinate
292,1290,2020-05-29,37.966508,24.384769,interval_coordinate
293,1291,2020-05-29,37.964344,24.386222,interval_coordinate
294,1293,2020-05-29,37.961961,24.387297,interval_coordinate
295,1295,2020-05-29,37.960433,24.385892,interval_coordinate
296,1297,2020-05-29,37.965086,24.374564,interval_coordinate
297,1298,2020-05-29,37.969328,24.373361,interval_coordinate
298,1299,2020-05-29,37.971786,24.366444,interval_coordinate
299,1301,2020-05-29,37.978339,24.35705,interval_coordinate
300,1302,2020-05-29,37.979947,24.355775,interval_coordinate
301,1306,2020-05-30,37.986261,24.345236,interval_coordinate
302,1307,2020-05-30,37.989683,24.338606,interval_coordinate
303,1310,2020-05-30,38.007517,24.333869,interval_coordinate
304,1312,2020-05-30,38.012347,24.331464,interval_coordinate
305,1315,2020-05-30,38.016539,24.323028,interval_coordinate
306,1316,2020-05-30,38.016775,24.321058,interval_coordinate
307,1322,2020-05-31,38.024536,24.306658,interval_coordinate
308,1327,2020-05-31,38.030722,24.305047,interval_coordinate
309,1328,2020-05-31,38.033672,24.306164,interval_coordinate
310,1329,2020-05-31,38.035008,24.308614,interval_coordinate
311,1330,2020-05-31,38.035122,24.309131,interval_coordinate
312,1331,2020-05-31,38.035217,24.309514,interval_coordinate
313,1333,2020-06-01,38.012028,24.291528,interval_coordinate
314,1334,2020-06-01,38.011711,24.28635,interval_coordinate
315,1335,2020-06-01,38.01195,24.284958,interval_coordinate
316,1336,2020-06-01,38.014675,24.280819,interval_coordinate
317,1337,2020-06-01,38.017831,24.279117,interval_coordinate
318,1339,2020-06-01,38.010692,24.277997,interval_coordinate
319,1340,2020-06-01,38.008058,24.279636,interval_coordinate
320,1341,2020-06-01,38.026022,24.273703,interval_coordinate
321,1356,2020-06-02,38.065269,24.309128,interval_coordinate
322,1434,2020-06-22,37.639931,25.128356,interval_coordinate
323,1435,2020-06-25,37.644817,24.993114,interval_coordinate
324,1437,2020-06-25,37.638592,25.003281,interval_coordinate
325,1438,2020-06-30,37.634558,25.007283,interval_coordinate
326,1440,2020-06-30,37.632242,25.013056,interval_coordinate
327,1443,2020-06-30,37.622653,25.029778,interval_coordinate
328,1445,2020-06-30,37.608475,25.048867,interval_coordinate
329,1446,2020-06-30,37.603208,25.055056,interval_coordinate
330,1447,2020-06-30,37.596606,25.061069,interval_coordinate
331,1449,2020-07-01,37.415292,25.212431,interval_coordinate
332,1450,2020-07-01,37.412789,25.213267,interval_coordinate
333,1451,2020-07-01,37.405239,25.214325,interval_coordinate
334,1452,2020-07-01,37.402861,25.216144,interval_coordinate
335,1453,2020-07-01,37.400222,25.216378,interval_coordinate
336,1454,2020-07-01,37.401903,25.218722,interval_coordinate
337,1455,2020-07-01,37.402803,25.220953,interval_coordinate
338,1456,2020-07-01,37.404078,25.226544,interval_coordinate
339,1457,2020-07-01,37.400031,25.226414,interval_coordinate
340,1458,2020-07-02,37.418553,25.204675,interval_coordinate
341,1459,2020-07-02,37.417219,25.205911,interval_coordinate
342,1460,2020-07-02,37.411344,25.211642,interval_coordinate
343,1461,2020-07-02,37.409397,25.214028,interval_coordinate
344,1462,2020-07-02,37.407911,25.213733,interval_coordinate
345,1463,2020-07-02,37.401783,25.229819,interval_coordinate
346,1464,2020-07-02,37.40045,25.231886,interval_coordinate
347,1465,2020-07-02,37.397858,25.233558,interval_coordinate
348,1466,2020-07-02,37.396122,25.234144,interval_coordinate
349,1469,2020-07-02,37.391814,25.234414,interval_coordinate
350,1470,2020-07-03,37.388728,25.231531,interval_coordinate
351,1471,2020-07-03,37.387906,25.229475,interval_coordinate
352,1472,2020-07-03,37.384797,25.227639,interval_coordinate
353,1473,2020-07-03,37.383853,25.2266,interval_coordinate
354,1474,2020-07-03,37.428181,25.200147,interval_coordinate
355,1475,2020-07-03,37.431175,25.204722,interval_coordinate
356,1477,2020-07-03,37.429483,25.205556,interval_coordinate
357,1478,2020-07-03,37.426483,25.209053,interval_coordinate
358,1479,2020-07-04,37.425775,25.21215,interval_coordinate
359,1480,2020-07-04,37.416822,25.238383,interval_coordinate
360,1481,2020-07-04,37.415814,25.236839,interval_coordinate
361,1482,2020-07-04,37.413047,25.237344,interval_coordinate
362,1483,2020-07-04,37.410597,25.238556,interval_coordinate
363,1484,2020-07-05,37.410147,25.236106,interval_coordinate
364,1485,2020-07-05,37.408119,25.234747,interval_coordinate
365,1487,2020-07-05,37.404856,25.235375,interval_coordinate
366,1488,2020-07-05,37.403658,25.233306,interval_coordinate
367,1489,2020-07-05,37.379039,25.248422,interval_coordinate
368,1490,2020-07-05,37.378653,25.247389,interval_coordinate
369,1491,2020-07-05,37.378189,25.24705,interval_coordinate
370,1492,2020-07-05,37.380428,25.242367,interval_coordinate
371,1493,2020-07-05,37.381378,25.240919,interval_coordinate
372,1494,2020-07-05,37.386103,25.240558,interval_coordinate
373,1495,2020-07-05,37.384911,25.237456,interval_coordinate
374,1497,2020-07-06,37.380928,25.253233,interval_coordinate
375,1498,2020-07-06,37.38795,25.254683,interval_coordinate
376,1499,2020-07-06,37.389625,25.255114,interval_coordinate
377,1500,2020-07-06,37.394283,25.255703,interval_coordinate
378,1501,2020-07-06,37.380911,25.235425,interval_coordinate
379,1502,2020-07-06,37.378697,25.235139,interval_coordinate
380,1503,2020-07-06,37.373408,25.231633,interval_coordinate
381,1506,2020-07-06,37.398833,25.233603,interval_coordinate
382,1507,2020-07-06,37.397617,25.235242,interval_coordinate
383,1511,2020-07-07,37.391858,25.240597,interval_coordinate
384,1516,2020-07-08,37.373361,25.216617,interval_coordinate
385,1555,2020-07-31,39.171739,23.414539,interval_coordinate
386,1555,2021-10-23,39.171806,23.414639,interval_coordinate
387,1556,2020-07-31,39.170869,23.412364,interval_coordinate
388,1557,2020-07-31,39.169394,23.410781,interval_coordinate
389,1558,2020-07-31,39.169419,23.400017,interval_coordinate
390,1560,2020-07-31,39.152857,23.430233,interval_coordinate
391,1560,2020-08-25,39.163967,23.396217,interval_coordinate
392,1562,2020-08-01,39.15415,23.391094,interval_coordinate
393,1562,2021-10-17,39.153156,23.391867,interval_coordinate
394,1563,2020-08-01,39.150603,23.3915,interval_coordinate
395,1564,2020-08-01,39.144794,23.3921,interval_coordinate
396,1565,2020-08-01,39.141586,23.391861,interval_coordinate
397,1565,2021-10-17,39.141578,23.391906,interval_coordinate
398,1567,2020-08-01,39.142131,23.394592,interval_coordinate
399,1567,2021-10-17,39.141947,23.394311,interval_coordinate
400,1568,2020-08-01,39.143153,23.395708,interval_coordinate
401,1569,2020-08-01,39.143042,23.411403,interval_coordinate
402,1571,2020-08-01,39.141422,23.413589,interval_coordinate
403,1571,2021-10-14,39.141417,23.413667,interval_coordinate
404,1572,2020-08-01,39.140081,23.414819,interval_coordinate
405,1572,2021-10-14,39.140222,23.414806,interval_coordinate
406,1573,2020-08-01,39.139783,23.431797,interval_coordinate
407,1574,2020-08-02,39.120644,23.495869,interval_coordinate
408,1575,2020-08-02,39.126108,23.495981,interval_coordinate
409,1576,2020-08-02,39.118578,23.494933,interval_coordinate
410,1577,2020-08-02,39.119433,23.5036,interval_coordinate
411,1578,2020-08-02,39.124347,23.503353,interval_coordinate
412,1579,2020-08-02,39.127303,23.502156,interval_coordinate
413,1583,2020-08-03,39.133431,23.447519,interval_coordinate
414,1585,2020-08-03,39.132306,23.447939,interval_coordinate
415,1586,2020-08-03,39.129947,23.449933,interval_coordinate
416,1586,2021-10-14,39.129944,23.450167,interval_coordinate
417,1587,2020-08-03,39.129489,23.454767,interval_coordinate
418,1587,2021-10-14,39.12975,23.455417,interval_coordinate
419,1588,2020-08-03,39.128847,23.462017,interval_coordinate
420,1588,2021-10-14,39.128917,23.461917,interval_coordinate
421,1589,2020-08-03,39.135247,23.462536,interval_coordinate
422,1590,2020-08-03,39.135917,23.463369,interval_coordinate
423,1592,2020-08-03,39.149906,23.467375,interval_coordinate
424,1594,2020-08-04,39.161728,23.483831,interval_coordinate
425,1595,2020-08-04,39.161197,23.4846,interval_coordinate
426,1598,2020-08-04,39.159675,23.500456,interval_coordinate
427,1602,2020-08-04,39.175958,23.512986,interval_coordinate
428,1603,2020-08-04,39.179406,23.512603,interval_coordinate
429,1604,2020-08-04,39.181339,23.510814,interval_coordinate
430,1605,2020-08-04,39.184764,23.510558,interval_coordinate
431,1606,2020-08-04,39.189444,23.506039,interval_coordinate
432,1607,2020-08-04,39.192531,23.497136,interval_coordinate
433,1608,2020-08-05,39.20695,23.477919,interval_coordinate
434,1611,2020-08-06,39.207028,23.469308,interval_coordinate
435,1613,2020-08-06,39.205217,23.457803,interval_coordinate
436,1614,2020-08-06,39.198908,23.4509,interval_coordinate
437,1614,2020-08-25,39.199875,23.452384,interval_coordinate
438,1615,2020-08-06,39.192614,23.443511,interval_coordinate
439,1617,2020-08-06,39.180536,23.442097,interval_coordinate
440,1788,2020-08-26,39.323933,24.0516,interval_coordinate
441,1789,2020-08-26,39.323117,24.0579,interval_coordinate
442,1790,2020-08-26,39.316267,24.06625,interval_coordinate
443,1791,2020-08-26,39.31255,24.066733,interval_coordinate
444,1792,2020-08-26,39.309833,24.063367,interval_coordinate
445,1816,2020-08-29,39.494217,24.1776,interval_coordinate
446,1822,2020-08-29,39.3896,23.19325,interval_coordinate
447,1823,2020-08-29,39.40355,23.181417,interval_coordinate
448,1824,2020-08-29,39.407867,23.169817,interval_coordinate
449,1825,2020-08-29,39.416233,23.162317,interval_coordinate
450,1825,2023-09-17,39.420056,23.159806,interval_coordinate
451,1887,2020-10-09,37.591583,25.073717,interval_coordinate
452,1888,2020-10-09,37.588317,25.082317,interval_coordinate
453,1889,2020-10-09,37.587567,25.084817,interval_coordinate
454,1890,2020-10-09,37.586333,25.086033,interval_coordinate
455,1891,2020-10-09,37.58295,25.091667,interval_coordinate
456,1891,2020-10-19,37.560983,25.111983,interval_coordinate
457,1892,2020-10-10,37.58235,25.0955,interval_coordinate
458,1892,2020-10-19,37.553433,25.115933,interval_coordinate
459,1893,2020-10-10,37.581933,25.097483,interval_coordinate
460,1893,2020-10-19,37.551833,25.120467,interval_coordinate
461,1894,2020-10-10,37.57975,25.101833,interval_coordinate
462,1894,2020-10-19,37.550433,25.125367,interval_coordinate
463,1895,2020-10-10,37.575933,25.105133,interval_coordinate
464,1895,2020-10-19,37.553633,25.13055,interval_coordinate
465,1896,2020-10-10,37.571283,25.1119,interval_coordinate
466,1896,2020-10-19,37.553417,25.134117,interval_coordinate
467,1897,2020-10-19,37.55335,25.134683,interval_coordinate
468,1898,2020-10-19,37.553167,25.135583,interval_coordinate
469,1901,2020-10-21,37.54835,25.1476,interval_coordinate
