interval_id,canonical_site_id,Date,Latitude,Longitude,demographic_coordinate_source
35,20,2019-09-05,37.576344,23.359208,interval_coordinate
36,20,2023-08-02,37.574167,23.359583,interval_coordinate
37,20,2025-11-06,37.5766612,23.3579056,interval_coordinate
38,22,2019-09-06,37.648358,23.164814,interval_coordinate
39,23,2019-09-06,37.582833,23.235325,interval_coordinate
40,24,2019-09-07,37.692478,23.162006,interval_coordinate
41,25,2019-09-07,37.696281,23.165869,interval_coordinate
42,26,2019-09-07,37.713333,23.158167,interval_coordinate
43,27,2019-09-08,37.726219,23.126111,interval_coordinate
44,29,2019-09-16,37.127919,24.431186,interval_coordinate
45,30,2019-09-16,37.123653,24.495539,interval_coordinate
46,31,2019-09-16,37.131006,24.435328,interval_coordinate
47,33,2019-09-17,37.18315,24.445653,interval_coordinate
48,34,2019-09-17,37.204192,24.47775,interval_coordinate
49,35,2019-09-17,37.200244,24.51365,interval_coordinate
50,39,2019-09-18,36.809528,24.591417,interval_coordinate
51,40,2019-09-18,36.812372,24.590372,interval_coordinate
52,42,2019-09-18,36.8298,24.573535,interval_coordinate
53,43,2019-09-18,36.834539,24.571853,interval_coordinate
54,46,2019-09-19,36.805692,24.522592,interval_coordinate
55,48,2019-09-20,36.834044,25.432586,interval_coordinate
56,50,2019-09-20,36.828461,25.423733,interval_coordinate
57,50,2022-12-21,36.828556,25.423528,interval_coordinate
58,51,2019-09-20,36.822533,25.435172,interval_coordinate
59,51,2022-12-21,36.822528,25.43525,interval_coordinate
60,52,2019-09-20,36.853392,25.451847,interval_coordinate
61,53,2019-09-21,36.826611,25.462197,interval_coordinate
62,53,2022-12-21,36.826639,25.462083,interval_coordinate
63,54,2019-09-21,36.8245,25.458586,interval_coordinate
64,54,2022-12-21,36.824639,25.458639,interval_coordinate
65,55,2019-09-22,36.844658,25.522726499999997,interval_coordinate
66,55,2022-12-21,36.8446665,25.5227085,interval_coordinate
67,56,2019-09-22,36.856324,25.532918,interval_coordinate
68,56,2022-12-21,36.85541666666666,25.534120333333338,interval_coordinate
69,57,2019-09-22,36.8561815,25.52338275,interval_coordinate
70,57,2022-12-21,36.85745816666667,25.523953666666667,interval_coordinate
71,61,2019-09-23,36.885722,25.512783,interval_coordinate
72,62,2019-09-24,36.902561,25.573142,interval_coordinate
73,63,2019-09-24,36.911969,25.580522,interval_coordinate
74,64,2019-09-24,36.913175,25.583225,interval_coordinate
75,65,2019-09-24,36.9140595,25.5911375,interval_coordinate
76,66,2019-09-25,36.945356,25.620528,interval_coordinate
77,68,2019-09-26,37.090856,25.825272,interval_coordinate
78,70,2019-09-28,36.3491,25.82995,interval_coordinate
79,71,2019-09-28,36.3542015,25.825599,interval_coordinate
80,73,2019-09-28,36.3528795,25.813836,interval_coordinate
81,76,2019-09-28,36.351169,25.751558,interval_coordinate
82,77,2019-09-28,36.373417,25.735111,interval_coordinate
83,78,2019-09-28,36.395122,25.776814,interval_coordinate
84,79,2019-09-30,36.834056,25.912831,interval_coordinate
85,82,2019-09-30,36.786261,25.826972,interval_coordinate
86,84,2019-09-30,36.803967,25.748547,interval_coordinate
87,85,2019-09-30,36.802292,25.746372,interval_coordinate
88,86,2019-10-01,36.80585,25.784328,interval_coordinate
89,88,2019-10-01,36.807972,25.800144,interval_coordinate
90,89,2019-10-02,36.708653,25.175542,interval_coordinate
91,92,2019-10-03,36.636436,24.859836,interval_coordinate
92,93,2019-10-03,36.630297,24.884514,interval_coordinate
93,94,2019-10-03,36.62963533333333,24.89486266666667,interval_coordinate
94,95,2019-10-03,36.59495,24.949386,interval_coordinate
95,97,2019-10-11,35.450756,24.181858,interval_coordinate
96,98,2019-10-12,35.519222,23.612733,interval_coordinate
97,102,2019-10-13,35.520586,23.723258,interval_coordinate
98,104,2019-10-13,35.59835,23.71095,interval_coordinate
99,108,2019-10-14,35.608144,23.57945,interval_coordinate
100,110,2019-10-14,35.509375,23.568597,interval_coordinate
101,124,2019-10-19,35.288219,23.529719,interval_coordinate
102,126,2019-10-19,35.276142,23.536775,interval_coordinate
103,131,2019-10-19,35.268567,23.562578,interval_coordinate
104,132,2019-10-19,35.259978,23.580283,interval_coordinate
105,133,2019-10-19,35.250736,23.578561,interval_coordinate
106,134,2019-10-20,35.238319,23.581611,interval_coordinate
107,135,2019-10-20,35.236458,23.595344,interval_coordinate
108,149,2019-10-26,35.240078,23.787222,interval_coordinate
109,152,2019-10-26,35.238911,23.881653,interval_coordinate
110,153,2019-10-26,35.227428,23.913292,interval_coordinate
111,154,2019-10-27,35.223253,23.934628,interval_coordinate
112,155,2019-10-27,35.223722,23.939825,interval_coordinate
113,157,2019-10-27,35.230211,23.968167,interval_coordinate
114,160,2019-10-27,35.219153,24.003214,interval_coordinate
115,163,2019-10-28,35.199547,24.098792,interval_coordinate
116,164,2019-10-28,35.201675,24.107133,interval_coordinate
117,165,2019-10-28,35.202411,24.124392,interval_coordinate
118,166,2019-10-28,35.193075,24.146503,interval_coordinate
119,167,2019-10-28,35.1928,24.151003,interval_coordinate
120,168,2019-10-28,35.198494,24.179103,interval_coordinate
121,174,2019-10-29,34.859286,24.109786,interval_coordinate
122,175,2019-10-29,34.867561,24.085089,interval_coordinate
123,177,2019-10-29,34.871128,24.064694,interval_coordinate
124,178,2019-10-29,34.867086,24.066014,interval_coordinate
125,179,2019-10-29,34.859342,24.062942,interval_coordinate
126,180,2019-10-29,34.804697,24.116492,interval_coordinate
127,181,2019-10-29,34.804594,24.1234,interval_coordinate
128,182,2019-10-29,34.816736,24.123347,interval_coordinate
129,183,2019-10-29,34.827058,24.112867,interval_coordinate
130,184,2019-10-29,34.830875,24.111269,interval_coordinate
131,185,2019-10-30,35.196367,24.205989,interval_coordinate
132,191,2019-10-30,35.183417,24.247403,interval_coordinate
133,192,2019-10-30,35.180656,24.256611,interval_coordinate
134,193,2019-10-30,35.180489,24.262639,interval_coordinate
135,196,2019-10-30,35.178189,24.278053,interval_coordinate
136,204,2019-10-31,35.184217,24.353989,interval_coordinate
137,206,2019-10-31,35.192203,24.372714,interval_coordinate
138,207,2019-10-31,35.192728,24.377178,interval_coordinate
139,210,2019-10-31,35.152525,24.473789,interval_coordinate
140,212,2019-10-31,35.149314,24.494558,interval_coordinate
141,214,2019-11-01,35.145613499999996,24.507653,interval_coordinate
142,217,2019-11-01,35.141672,24.52295,interval_coordinate
143,218,2019-11-01,35.139131,24.525725,interval_coordinate
144,226,2019-11-02,35.097389,24.676797,interval_coordinate
145,237,2019-11-04,34.940994,24.840647,interval_coordinate
146,239,2019-11-04,34.939581,24.855689,interval_coordinate
147,241,2019-11-04,34.936033,24.873261,interval_coordinate
148,242,2019-11-04,34.933886,24.883697,interval_coordinate
149,243,2019-11-04,34.930283,24.892686,interval_coordinate
150,245,2019-11-05,34.932836,24.940422,interval_coordinate
151,246,2019-12-21,36.795397,21.824064,interval_coordinate
152,246,2023-05-07,36.7955,21.823917,interval_coordinate
153,247,2019-11-05,34.933207333333335,24.950869333333333,interval_coordinate
154,248,2019-11-05,34.926528,24.960153,interval_coordinate
155,249,2019-11-05,34.931831,24.966392,interval_coordinate
156,251,2019-11-05,34.933569,24.995347,interval_coordinate
157,252,2019-11-05,34.933381,25.001925,interval_coordinate
158,253,2019-11-05,34.932608,25.006606,interval_coordinate
159,254,2019-11-05,34.934256,25.017917,interval_coordinate
160,255,2019-11-05,34.936308,25.021331,interval_coordinate
161,257,2019-11-05,34.941947,25.056822,interval_coordinate
162,258,2019-11-05,34.941444,25.068283,interval_coordinate
163,260,2019-11-05,34.939394,25.088808,interval_coordinate
164,261,2019-11-06,34.948061,25.119172,interval_coordinate
165,262,2019-11-06,34.951092,25.128633,interval_coordinate
166,267,2019-11-06,34.956235,25.1608985,interval_coordinate
167,268,2019-11-06,34.953775,25.177472,interval_coordinate
168,269,2019-11-06,34.953786,25.188133,interval_coordinate
169,270,2019-11-06,34.959694,25.243647,interval_coordinate
170,272,2019-11-07,34.964768,25.255757,interval_coordinate
171,273,2019-11-07,34.97555,25.2734665,interval_coordinate
172,277,2019-11-07,34.983461,25.306839,interval_coordinate
173,282,2019-11-08,34.99595,25.365864,interval_coordinate
174,297,2019-11-11,34.876428,25.722958,interval_coordinate
175,298,2019-11-11,34.875386,25.707817,interval_coordinate
176,302,2019-11-11,34.8728655,25.724665,interval_coordinate
177,303,2019-11-11,34.874214,25.729578,interval_coordinate
178,304,2019-11-11,34.876614,25.731089,interval_coordinate
179,308,2019-11-12,35.021125,26.00955,interval_coordinate
180,314,2019-11-13,34.944747,26.143556,interval_coordinate
181,316,2019-11-13,34.945308,26.140703,interval_coordinate
182,317,2019-11-13,34.949622,26.133661,interval_coordinate
183,318,2019-11-13,34.947842,26.129314,interval_coordinate
184,325,2019-11-15,35.030907,26.210639,interval_coordinate
185,329,2019-11-16,35.14585,26.276042,interval_coordinate
186,330,2019-11-16,35.151358,26.275722,interval_coordinate
187,331,2019-11-16,35.167033,26.279497,interval_coordinate
188,332,2019-11-16,35.1695735,26.2825665,interval_coordinate
189,333,2019-11-16,35.186972,26.304686,interval_coordinate
190,334,2019-11-16,35.188517,26.296219,interval_coordinate
191,339,2019-11-17,35.229873999999995,26.2735955,interval_coordinate
192,340,2019-11-17,35.251344,26.267242,interval_coordinate
193,342,2019-11-17,35.258621000000005,26.2651135,interval_coordinate
194,343,2019-11-17,35.26205,26.26385,interval_coordinate
195,346,2019-11-19,35.211903,26.186231,interval_coordinate
196,349,2019-11-21,35.20695,26.173671,interval_coordinate
197,350,2019-11-21,35.203386,26.171644,interval_coordinate
198,353,2019-11-22,35.271714,26.253333,interval_coordinate
199,354,2019-11-22,35.25695,26.225719499999997,interval_coordinate
200,367,2019-11-25,35.179706,25.938053,interval_coordinate
201,369,2019-11-25,35.179636,25.920266666666667,interval_coordinate
202,377,2019-11-27,35.198011,25.728614,interval_coordinate
203,379,2019-11-28,35.335647,25.768319,interval_coordinate
204,380,2019-11-28,35.337253,25.730297,interval_coordinate
205,381,2019-11-28,35.339108,25.72465,interval_coordinate
206,382,2019-11-28,35.338224999999994,25.717794,interval_coordinate
207,384,2019-11-28,35.335736,25.75201,interval_coordinate
208,387,2019-11-28,35.336836000000005,25.6866665,interval_coordinate
209,389,2019-11-29,35.332192,25.601069,interval_coordinate
210,390,2019-11-30,35.326289,25.585164,interval_coordinate
211,391,2019-11-30,35.319533,25.570875,interval_coordinate
212,400,2019-12-01,35.332967,25.192958,interval_coordinate
213,403,2019-12-02,35.38063133333333,25.037231666666667,interval_coordinate
214,407,2019-12-03,35.387883,25.040836,interval_coordinate
215,410,2019-12-03,35.403825,24.930667999999997,interval_coordinate
216,411,2019-12-03,35.403521999999995,24.9211545,interval_coordinate
217,414,2019-12-04,35.408464,24.854692,interval_coordinate
218,415,2019-12-04,35.4074625,24.849472,interval_coordinate
219,416,2019-12-04,35.4069,24.839058,interval_coordinate
220,417,2019-12-04,35.411676,24.8275845,interval_coordinate
221,418,2019-12-04,35.407783,24.815181,interval_coordinate
222,422,2019-12-05,35.417053,24.785239,interval_coordinate
223,425,2019-12-06,35.424472,24.716022,interval_coordinate
224,429,2019-12-07,35.419358,24.672631,interval_coordinate
225,430,2019-12-07,35.420197,24.659858,interval_coordinate
226,432,2019-12-08,35.411903,24.64115,interval_coordinate
227,447,2019-12-17,35.886831,23.294964,interval_coordinate
228,448,2019-12-17,36.144125,22.995083,interval_coordinate
229,451,2019-12-17,36.141197,23.018153,interval_coordinate
230,454,2019-12-17,36.163636,22.952203,interval_coordinate
231,456,2019-12-18,36.174881,23.045378,interval_coordinate
232,457,2019-12-18,36.206947,23.049767,interval_coordinate
233,458,2019-12-18,36.209997,23.052542,interval_coordinate
234,469,2019-12-19,36.379397,22.944136,interval_coordinate
235,470,2019-12-19,36.254672,22.923039,interval_coordinate
236,475,2019-12-20,36.7671,21.931633,interval_coordinate
237,478,2019-12-20,36.798597,21.766867,interval_coordinate
238,480,2019-12-21,36.807447,21.809117,interval_coordinate
239,482,2019-12-21,36.77205,21.837775,interval_coordinate
240,482,2023-05-07,36.771972,21.837722,interval_coordinate
241,485,2019-12-21,36.745919,21.905931,interval_coordinate
242,485,2023-05-06,36.740236,21.899749999999997,interval_coordinate
243,486,2019-12-21,36.754167,21.918936,interval_coordinate
244,489,2019-12-23,36.954139,21.934047,interval_coordinate
245,493,2019-12-24,36.919731,21.9316,interval_coordinate
246,493,2023-05-04,36.9218475,21.932778,interval_coordinate
247,508,2019-12-28,36.919631,22.131306,interval_coordinate
248,508,2023-05-02,36.919694,22.131222,interval_coordinate
249,510,2019-12-28,36.877508,22.240081,interval_coordinate
250,510,2023-05-02,36.8778055,22.2393335,interval_coordinate
251,517,2019-12-30,36.817161,22.293503,interval_coordinate
252,528,2019-12-31,36.462717,22.434572,interval_coordinate
253,529,2019-12-31,36.460057,22.442633,interval_coordinate
254,530,2019-12-31,36.454969,22.450233,interval_coordinate
255,530,2023-05-01,36.454944,22.450194,interval_coordinate
256,532,2019-12-31,36.4515,22.458403,interval_coordinate
257,532,2023-05-01,36.4515,22.458389,interval_coordinate
258,534,2019-12-31,36.422981,22.473289,interval_coordinate
259,534,2023-04-30,36.423167,22.473417,interval_coordinate
260,535,2020-01-01,36.401867,22.485436,interval_coordinate
261,536,2020-01-01,36.4125,22.488864,interval_coordinate
262,536,2023-04-26,36.413125,22.49,interval_coordinate
263,538,2020-01-01,36.433108,22.481378,interval_coordinate
264,538,2023-04-26,36.432944,22.481444,interval_coordinate
265,539,2020-01-01,36.438981,22.490136,interval_coordinate
266,539,2023-04-26,36.438944,22.49025,interval_coordinate
267,540,2020-01-01,36.460439,22.494036,interval_coordinate
268,540,2023-04-26,36.460556,22.494333,interval_coordinate
269,547,2020-01-03,36.616569,22.47765,interval_coordinate
270,547,2023-04-26,36.617833,22.480583,interval_coordinate
271,548,2020-01-03,36.619564,22.4944,interval_coordinate
272,548,2023-04-26,36.619278,22.496972,interval_coordinate
273,550,2020-01-03,36.662353,22.544833,interval_coordinate
274,550,2023-04-26,36.660194,22.545444,interval_coordinate
275,566,2020-01-08,36.632175,22.881928,interval_coordinate
276,572,2020-01-10,36.442233,23.099756,interval_coordinate
277,573,2020-01-10,36.440817,23.108908,interval_coordinate
278,574,2020-01-10,36.485072,23.154011,interval_coordinate
279,575,2020-01-10,36.485533,23.145906,interval_coordinate
280,576,2020-01-10,36.504592,23.132772,interval_coordinate
281,577,2020-01-10,36.542356,23.132247,interval_coordinate
282,579,2020-01-11,36.643486,23.029539,interval_coordinate
283,582,2020-01-12,36.837606,23.052422,interval_coordinate
284,585,2020-01-12,36.983639,22.996553,interval_coordinate
285,590,2020-01-13,37.241967,22.874469,interval_coordinate
286,594,2020-01-14,37.282147,22.836858,interval_coordinate
287,596,2020-01-14,37.293606,22.834408,interval_coordinate
288,604,2020-01-15,37.471258,22.739625,interval_coordinate
289,607,2020-01-15,37.4919845,22.727943,interval_coordinate
290,608,2020-01-15,37.513408,22.7376,interval_coordinate
291,613,2020-01-17,37.550494666666665,22.809538,interval_coordinate
292,626,2020-01-20,37.3933485,23.1043805,interval_coordinate
293,627,2020-01-20,37.387711,23.088014,interval_coordinate
294,628,2020-01-20,37.388261,23.080953,interval_coordinate
295,631,2020-01-21,37.351133,23.109761,interval_coordinate
296,636,2020-01-22,37.2785705,23.129247,interval_coordinate
297,637,2020-01-22,37.279567,23.122869,interval_coordinate
298,638,2020-01-22,37.280472,23.117056,interval_coordinate
299,639,2020-01-22,37.276236,23.110728,interval_coordinate
300,640,2020-01-22,37.277656,23.099903,interval_coordinate
301,641,2020-01-22,37.260706,23.110283,interval_coordinate
302,643,2020-01-23,37.239631,23.131669,interval_coordinate
303,644,2020-01-23,37.240969,23.161467,interval_coordinate
304,652,2020-01-24,37.308978,23.195078,interval_coordinate
305,659,2020-01-25,37.353597,23.248444,interval_coordinate
306,663,2020-01-25,37.343954,23.3554155,interval_coordinate
307,663,2023-06-05,37.343958,23.3554445,interval_coordinate
308,666,2020-01-26,37.346472,23.455242,interval_coordinate
309,667,2020-01-26,37.344192,23.447086,interval_coordinate
310,667,2023-06-01,37.34179644444444,23.444404333333335,interval_coordinate
311,668,2020-01-28,37.327928,23.421297,interval_coordinate
312,668,2023-05-31,37.327944,23.421306,interval_coordinate
313,669,2020-01-28,37.324928,23.414442,interval_coordinate
314,669,2023-05-31,37.3258615,23.414847,interval_coordinate
315,671,2020-01-28,37.313308,23.376342,interval_coordinate
316,672,2020-01-28,37.304961,23.377497,interval_coordinate
317,673,2020-01-28,37.301139,23.395444,interval_coordinate
318,673,2023-05-29,37.300875,23.39414575,interval_coordinate
319,674,2023-06-01,37.33565755555557,23.435543333333335,interval_coordinate
320,675,2020-01-29,37.326614,23.498828,interval_coordinate
321,676,2020-01-29,37.34225,23.502681,interval_coordinate
322,676,2023-05-28,37.342222,23.502722,interval_coordinate
323,682,2020-01-31,37.684192,23.323314,interval_coordinate
324,686,2020-01-31,37.700867,23.372783,interval_coordinate
325,690,2020-02-01,37.698806,23.46835,interval_coordinate
326,700,2020-02-02,37.800961,23.335775,interval_coordinate
327,701,2020-02-03,37.819606,23.263358,interval_coordinate
328,704,2020-02-11,37.96549066666666,24.385684999999995,interval_coordinate
329,704,2020-05-29,37.964581499999994,24.385948624999997,interval_coordinate
330,705,2020-02-11,37.995019,24.386169,interval_coordinate
331,705,2020-05-28,37.9962805,24.387169,interval_coordinate
332,706,2020-02-11,38.003994,24.391558,interval_coordinate
333,707,2020-02-11,38.009544,24.402564,interval_coordinate
334,708,2020-02-11,38.012694,24.426911,interval_coordinate
335,708,2020-05-26,38.0121546,24.42544,interval_coordinate
336,709,2020-02-11,38.005828,24.444447,interval_coordinate
337,709,2020-05-26,38.005275,24.4470095,interval_coordinate
338,710,2020-02-11,37.992178,24.463817,interval_coordinate
339,710,2020-05-25,37.995819,24.4615334,interval_coordinate
340,711,2020-02-11,37.979869,24.472792,interval_coordinate
341,712,2020-02-12,37.95745,24.519597,interval_coordinate
342,712,2020-05-25,37.9567305,24.519484499999997,interval_coordinate
343,713,2020-02-12,37.9645195,24.5268055,interval_coordinate
344,713,2020-05-25,37.963492,24.526511,interval_coordinate
345,714,2020-02-12,37.968044,24.529939,interval_coordinate
346,716,2020-02-12,37.977786,24.545889,interval_coordinate
347,717,2020-02-12,37.979103,24.554139,interval_coordinate
348,720,2020-02-12,38.025672,24.578178,interval_coordinate
349,721,2020-02-14,38.033092,24.580319,interval_coordinate
350,722,2020-02-14,38.045497,24.581725,interval_coordinate
351,723,2020-02-14,38.092253,24.577975,interval_coordinate
352,724,2020-02-14,38.106819,24.573631,interval_coordinate
353,725,2020-02-14,38.125931,24.582208,interval_coordinate
354,729,2020-02-18,37.983606,24.251392,interval_coordinate
355,730,2020-02-18,37.99135,24.233772,interval_coordinate
356,731,2020-02-18,38.009375,24.2788165,interval_coordinate
357,731,2020-06-01,38.009375,24.2788165,interval_coordinate
358,734,2020-02-18,38.029801500000005,24.305725,interval_coordinate
359,734,2020-05-31,38.03075576923077,24.307228692307692,interval_coordinate
360,734,2025-12-10,38.03349083333334,24.307423666666665,interval_coordinate
361,735,2020-02-18,38.062044,24.312444,interval_coordinate
362,736,2020-02-18,38.082869,24.284247,interval_coordinate
363,753,2020-02-23,38.390606,24.035856,interval_coordinate
364,832,2020-03-12,38.908767,23.005675,interval_coordinate
365,904,2020-03-28,38.197836,24.271503,interval_coordinate
366,905,2020-03-28,38.190925,24.296025,interval_coordinate
367,908,2020-03-29,37.901183,24.906364,interval_coordinate
368,909,2020-03-29,37.900214,24.8925,interval_coordinate
369,911,2020-03-29,37.905978,24.854786,interval_coordinate
370,913,2020-03-29,37.912075,24.836897,interval_coordinate
371,916,2020-03-29,37.982506,24.784889,interval_coordinate
372,918,2020-03-30,37.975983,24.726219,interval_coordinate
373,919,2020-03-30,37.943078,24.692494,interval_coordinate
374,921,2020-04-01,37.87555,24.758308,interval_coordinate
375,922,2020-04-01,37.876,24.765283,interval_coordinate
376,924,2020-04-01,37.855686,24.778728,interval_coordinate
377,925,2020-04-01,37.858881,24.7844,interval_coordinate
378,928,2020-04-01,37.814919,24.825053,interval_coordinate
379,931,2020-04-01,37.703956,24.952408,interval_coordinate
380,934,2020-04-03,37.832672,24.947314,interval_coordinate
381,939,2020-04-11,37.539856,24.276361,interval_coordinate
382,940,2020-04-11,37.549856,24.27605,interval_coordinate
383,941,2020-04-11,37.553061,24.276442,interval_coordinate
384,942,2020-04-11,37.563836,24.2801,interval_coordinate
385,943,2020-04-11,37.574344,24.280814,interval_coordinate
386,944,2020-04-11,37.577286,24.281047,interval_coordinate
387,945,2020-04-11,37.58003966666667,24.279397333333332,interval_coordinate
388,946,2020-04-12,37.5926555,24.271375,interval_coordinate
389,947,2020-04-12,37.599589,24.276767,interval_coordinate
390,948,2020-04-12,37.608017,24.272042,interval_coordinate
391,949,2020-04-12,37.617997,24.278114,interval_coordinate
392,949,2020-05-17,37.617997,24.278114,interval_coordinate
393,950,2020-04-12,37.622694,24.280917,interval_coordinate
394,950,2020-05-17,37.622694,24.280917,interval_coordinate
395,951,2020-04-12,37.629781,24.285442,interval_coordinate
396,951,2020-05-17,37.629781,24.285442,interval_coordinate
397,952,2020-04-12,37.639236,24.290081,interval_coordinate
398,953,2020-04-13,37.658439,24.299994,interval_coordinate
399,954,2020-04-13,37.658069,24.314814,interval_coordinate
400,955,2020-04-13,37.66235,24.321372,interval_coordinate
401,956,2020-04-13,37.675597,24.326267,interval_coordinate
402,956,2020-05-15,37.675597,24.326267,interval_coordinate
403,957,2020-04-13,37.674831,24.350439,interval_coordinate
404,958,2020-04-13,37.680683,24.356722,interval_coordinate
405,958,2020-05-12,37.6816625,24.357001500000003,interval_coordinate
406,958,2021-03-19,37.682806,24.357278,interval_coordinate
407,959,2020-04-13,37.662047,24.398683,interval_coordinate
408,959,2020-05-12,37.662047,24.398683,interval_coordinate
409,960,2020-04-14,37.646281,24.400586,interval_coordinate
410,962,2020-04-14,37.636511,24.398775,interval_coordinate
411,962,2020-05-21,37.636511,24.398775,interval_coordinate
412,963,2020-04-14,37.626381,24.394506,interval_coordinate
413,963,2020-05-20,37.627961000000006,24.395807,interval_coordinate
414,965,2020-04-14,37.608928,24.385158,interval_coordinate
415,966,2020-04-14,37.593042,24.370306,interval_coordinate
416,967,2020-04-14,37.579069,24.358444,interval_coordinate
417,968,2020-04-14,37.560269,24.331911,interval_coordinate
418,969,2020-04-14,37.555522,24.325686,interval_coordinate
419,970,2020-04-17,37.538028,24.310186,interval_coordinate
420,971,2020-04-17,37.531581,24.299769,interval_coordinate
421,972,2020-04-17,37.471122,24.433358,interval_coordinate
422,972,2020-05-01,37.471122,24.433358,interval_coordinate
423,973,2020-04-17,37.461719,24.433517,interval_coordinate
424,974,2020-04-17,37.459847,24.428933,interval_coordinate
425,974,2020-05-01,37.458932,24.4286025,interval_coordinate
426,975,2020-04-17,37.452836,24.428828,interval_coordinate
427,976,2020-04-17,37.447828,24.429003,interval_coordinate
428,976,2020-05-01,37.4483945,24.429135,interval_coordinate
429,977,2020-04-17,37.445092,24.4266,interval_coordinate
430,978,2020-04-17,37.441542,24.425647,interval_coordinate
431,979,2020-04-17,37.438119,24.430539,interval_coordinate
432,980,2020-04-18,37.427958,24.441622,interval_coordinate
433,980,2020-05-02,37.427958,24.441622,interval_coordinate
434,981,2020-04-18,37.3989135,24.4680625,interval_coordinate
435,981,2020-05-03,37.3989135,24.4680625,interval_coordinate
436,982,2020-04-18,37.395481,24.463383,interval_coordinate
437,982,2020-05-03,37.395481,24.463383,interval_coordinate
438,983,2020-04-18,37.396967,24.457364,interval_coordinate
439,984,2020-04-18,37.388875,24.453175,interval_coordinate
440,987,2020-04-18,37.374183,24.451575,interval_coordinate
441,987,2020-05-03,37.374183,24.451575,interval_coordinate
442,988,2020-04-18,37.368681,24.448944,interval_coordinate
443,988,2020-05-03,37.368681,24.448944,interval_coordinate
444,989,2020-04-18,37.356011,24.442331,interval_coordinate
445,990,2020-04-18,37.346767,24.438039,interval_coordinate
446,991,2020-04-18,37.346225,24.431672,interval_coordinate
447,992,2020-04-19,37.33735,24.427539,interval_coordinate
448,993,2020-04-19,37.332422,24.415819,interval_coordinate
449,993,2020-05-04,37.3328445,24.4171415,interval_coordinate
450,994,2020-04-19,37.326011,24.411483,interval_coordinate
451,995,2020-04-19,37.318475,24.401239,interval_coordinate
452,996,2020-04-19,37.304181,24.380286,interval_coordinate
453,996,2020-05-05,37.30516133333333,24.38220533333333,interval_coordinate
454,997,2020-04-19,37.311175,24.373939,interval_coordinate
455,998,2020-04-19,37.318183,24.374175,interval_coordinate
456,999,2020-04-19,37.334619,24.379839,interval_coordinate
457,1000,2020-04-19,37.350164,24.385917,interval_coordinate
458,1000,2020-05-06,37.350164,24.385917,interval_coordinate
459,1001,2020-04-19,37.357942,24.388956,interval_coordinate
460,1002,2020-04-19,37.364581,24.400028,interval_coordinate
461,1003,2020-04-19,37.371608,24.39855,interval_coordinate
462,1003,2020-05-06,37.371608,24.39855,interval_coordinate
463,1004,2020-04-20,37.393008,24.398256,interval_coordinate
464,1004,2020-05-08,37.393811,24.397356,interval_coordinate
465,1005,2020-04-20,37.399603,24.399608,interval_coordinate
466,1006,2020-04-20,37.412467,24.397725,interval_coordinate
467,1007,2020-04-20,37.4143,24.379158,interval_coordinate
468,1007,2020-05-09,37.4143,24.379158,interval_coordinate
469,1008,2020-04-20,37.418322,24.373542,interval_coordinate
470,1008,2020-05-09,37.418322,24.373542,interval_coordinate
471,1037,2020-04-29,37.725928,24.913569,interval_coordinate
