site_id,visit_count,interval_count,first_visit_date,last_visit_date,max_coordinate_distance_m,region_count,beach_name_count,regions_seen,beach_names_seen,source_files_seen,coordinate_quality,match_quality,review_reason
55,2,1,2019-09-21,2024-05-24,12.541621855297526,1,1,ΗΡΑΚΛΕΙΑ,ΠΑΡΑΛΊΑ ΑΜΜΟΎΔΙ,Typhoon1 | Typhoon2,strong,strong,ok
56,2,1,2019-09-22,2024-05-25,1.037485595363183,2,0,ΣΧΟΙΝΟΥΣΑ - ΟΦΕΙΔΟΥΣΣΑ | ΣΧΟΙΝΟΥΣΑ,,Typhoon1 | Typhoon2,strong,identity_review,multiple_regions
57,1,0,2019-09-22,2019-09-22,0.0,1,1,ΣΧΟΙΝΟΥΣΑ - ΟΦΕΙΔΟΥΣΣΑ,ΠΑΡΑΛΊΑ ΦΕΙΔΟΎΣΑΣ,Typhoon1,strong,single_visit_only,single_visit_only
58,2,1,2019-09-22,2024-05-25,987.7985544329498,2,1,ΣΧΟΙΝΟΥΣΑ - ΟΦΕΙΔΟΥΣΣΑ | ΣΧΟΙΝΟΥΣΑ,ΠΑΡΑΛΊΑ ΑΛΥΓΑΡΙΆ ΚΆΜΠΟΣ,Typhoon1 | Typhoon2,review_coordinates,identity_review,review_coordinates; multiple_regions
59,1,0,2019-09-22,2019-09-22,0.0,1,0,ΣΧΟΙΝΟΥΣΑ - ΟΦΕΙΔΟΥΣΣΑ,,Typhoon1,strong,single_visit_only,single_visit_only
60,2,1,2019-09-22,2024-05-25,1661.1990184943322,2,2,ΣΧΟΙΝΟΥΣΑ - ΟΦΕΙΔΟΥΣΣΑ | ΣΧΟΙΝΟΥΣΑ,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΠΈΤΡΟΣ | ΠΑΡΑΛΊΑ ΦΕΙΔΟΎΣΑΣ,Typhoon1 | Typhoon2,coordinate_mismatch,coordinate_mismatch,coordinate_mismatch; multiple_regions; multiple_beach_names
61,2,1,2019-09-22,2024-05-25,756.4986788705384,2,0,ΣΧΟΙΝΟΥΣΑ - ΟΦΕΙΔΟΥΣΣΑ | ΣΧΟΙΝΟΥΣΑ,,Typhoon1 | Typhoon2,review_coordinates,identity_review,review_coordinates; multiple_regions
62,2,1,2019-09-22,2024-05-25,207.59166878616287,2,1,ΣΧΟΙΝΟΥΣΑ - ΟΦΕΙΔΟΥΣΣΑ | ΣΧΟΙΝΟΥΣΑ,ΠΑΡΑΛΊΑ ΆΗ ΒΑΣΊΛΗΣ,Typhoon1 | Typhoon2,probable,identity_review,probable; multiple_regions
63,1,0,2019-09-22,2019-09-22,0.0,1,0,ΣΧΟΙΝΟΥΣΑ - ΟΦΕΙΔΟΥΣΣΑ,,Typhoon1,strong,single_visit_only,single_visit_only
64,1,0,2019-09-22,2019-09-22,0.0,1,1,ΣΧΟΙΝΟΥΣΑ - ΟΦΕΙΔΟΥΣΣΑ,ΠΑΡΑΛΊΑ ΛΙΌΛΙΟΥ,Typhoon1,strong,single_visit_only,single_visit_only
65,1,0,2019-09-22,2019-09-22,0.0,1,1,ΣΧΟΙΝΟΥΣΑ - ΟΦΕΙΔΟΥΣΣΑ,ΠΑΡΑΛΊΑ ΜΠΑΖΑΊΟΥ,Typhoon1,strong,single_visit_only,single_visit_only
66,2,1,2019-09-23,2024-05-25,3.7253115141828035,2,1,ΣΧΟΙΝΟΥΣΑ - ΟΦΕΙΔΟΥΣΣΑ | ΣΧΟΙΝΟΥΣΑ,ΠΑΡΑΛΊΑ ΓΕΡΟΛΙΜΝΙΏΝΑΣ,Typhoon1 | Typhoon2,strong,identity_review,multiple_regions
67,1,0,2019-09-24,2019-09-24,0.0,1,1,ΑΝΩ - ΚΑΤΩ ΚΟΥΦΟΝΗΣΙ,ΠΑΡΑΛΊΑ ΝΕΡΌ,Typhoon1,strong,single_visit_only,single_visit_only
68,2,1,2019-09-24,2024-05-27,9.944481905181673,2,1,ΑΝΩ - ΚΑΤΩ ΚΟΥΦΟΝΗΣΙ | ΚΑΤΩ ΚΟΥΦΟΝΗΣΙ,ΠΑΡΑΛΊΑ ΔΈΤΗΣ,Typhoon1 | Typhoon2,strong,identity_review,multiple_regions
69,2,1,2019-09-24,2024-05-27,10.468603547928401,2,1,ΑΝΩ - ΚΑΤΩ ΚΟΥΦΟΝΗΣΙ | ΚΑΤΩ ΚΟΥΦΟΝΗΣΙ,ΠΑΡΑΛΊΑ ΝΕΡΌ,Typhoon1 | Typhoon2,strong,identity_review,multiple_regions
70,2,1,2019-09-24,2024-05-27,26.896257464285448,2,1,ΑΝΩ - ΚΑΤΩ ΚΟΥΦΟΝΗΣΙ | ΚΑΤΩ ΚΟΥΦΟΝΗΣΙ,ΠΑΡΑΛΊΑ ΛΆΚΚΟΙ,Typhoon1 | Typhoon2,strong,identity_review,multiple_regions
71,1,0,2019-09-24,2019-09-24,0.0,1,1,ΑΝΩ - ΚΑΤΩ ΚΟΥΦΟΝΗΣΙ,ΠΑΡΑΛΊΑ ΧΏΡΑΣ ΚΆΤΩ ΚΟΥΦΟΝΗΣΙΟΎ,Typhoon1,strong,single_visit_only,single_visit_only
72,1,0,2019-09-25,2019-09-25,0.0,1,1,ΑΝΩ - ΚΑΤΩ ΚΟΥΦΟΝΗΣΙ,ΠΑΡΑΛΊΑ ΠΟΡΊ,Typhoon1,strong,single_visit_only,single_visit_only
73,1,0,2019-09-26,2019-09-26,0.0,1,1,ΔΟΝΟΥΣΑ,ΠΑΡΑΛΊΑ ΛΙΒΆΔΙ,Typhoon1,strong,single_visit_only,single_visit_only
74,1,0,2019-09-26,2019-09-26,0.0,1,1,ΔΟΝΟΥΣΑ,ΠΑΡΑΛΊΑ ΦΎΚΙΟ,Typhoon1,strong,single_visit_only,single_visit_only
75,1,0,2019-09-27,2019-09-27,0.0,1,1,ΔΟΝΟΥΣΑ,ΠΑΡΑΛΊΑ ΑΜΜΟΎΔΙ,Typhoon1,strong,single_visit_only,single_visit_only
76,1,0,2019-09-28,2019-09-28,0.0,1,0,ΑΝΑΦΗ,,Typhoon1,strong,single_visit_only,single_visit_only
77,1,0,2019-09-28,2019-09-28,0.0,1,0,ΑΝΑΦΗ,,Typhoon1,strong,single_visit_only,single_visit_only
78,1,0,2019-09-28,2019-09-28,0.0,1,1,ΑΝΑΦΗ,ΠΑΡΑΛΊΑ ΠΡΑΣΙΈΣ,Typhoon1,strong,single_visit_only,single_visit_only
79,1,0,2019-09-28,2019-09-28,0.0,1,1,ΑΝΑΦΗ,ΠΑΡΑΛΊΑ ΜΟΝΑΣΤΉΡΙ,Typhoon1,strong,single_visit_only,single_visit_only
80,1,0,2019-09-28,2019-09-28,0.0,1,1,ΑΝΑΦΗ,ΠΑΡΑΛΊΑ ΆΓΙΟΙ ΑΝΆΡΓΥΡΟΙ,Typhoon1,strong,single_visit_only,single_visit_only
81,1,0,2019-09-28,2019-09-28,0.0,1,1,ΑΝΑΦΗ,ΠΑΡΑΛΊΑ ΜΈΓΑΣ ΠΟΤΑΜΌΣ,Typhoon1,strong,single_visit_only,single_visit_only
82,1,0,2019-09-28,2019-09-28,0.0,1,1,ΑΝΑΦΗ,ΠΑΡΑΛΊΑ ΚΑΤΣΟΎΝΙ,Typhoon1,strong,single_visit_only,single_visit_only
83,1,0,2019-09-28,2019-09-28,0.0,1,1,ΑΝΑΦΗ,ΠΑΡΑΛΊΑ ΚΛΕΙΣΊΔΙ,Typhoon1,strong,single_visit_only,single_visit_only
84,1,0,2019-09-28,2019-09-28,0.0,1,0,ΑΝΑΦΗ,,Typhoon1,strong,single_visit_only,single_visit_only
85,1,0,2019-09-28,2019-09-28,0.0,1,0,ΑΝΑΦΗ,,Typhoon1,strong,single_visit_only,single_visit_only
86,1,0,2019-09-28,2019-09-28,0.0,1,1,ΑΝΑΦΗ,ΠΑΡΑΛΊΑ ΛΙΒΌΣΚΟΠΟΣ,Typhoon1,strong,single_visit_only,single_visit_only
87,2,1,2019-09-30,2024-06-03,7.852425516955098,1,1,ΑΜΟΡΓΟΣ,ΠΑΡΑΛΊΑ ΜΟΝΑΣΤΉΡΙ,Typhoon1 | Typhoon2,strong,strong,ok
88,1,0,2019-09-30,2019-09-30,0.0,1,0,ΑΜΟΡΓΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
89,1,0,2019-09-30,2019-09-30,0.0,1,1,ΑΜΟΡΓΟΣ,ΠΑΡΑΛΊΑ ΑΓΊΑΣ ΆΝΝΑΣ,Typhoon1,strong,single_visit_only,single_visit_only
90,2,1,2019-09-30,2024-06-03,32.17148043381805,1,1,ΑΜΟΡΓΟΣ,ΠΑΡΑΛΊΑ ΜΟΥΡΌΣ,Typhoon1 | Typhoon2,strong,strong,ok
91,1,0,2019-09-30,2019-09-30,0.0,1,1,ΑΜΟΡΓΟΣ,ΠΑΡΑΛΊΑ ΚΑΛΟΤΑΡΊΤΙΣΣΑ,Typhoon1,strong,single_visit_only,single_visit_only
92,1,0,2019-09-30,2019-09-30,0.0,1,0,ΑΜΟΡΓΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
93,1,0,2019-09-30,2019-09-30,0.0,1,1,ΑΜΟΡΓΟΣ,ΠΑΡΑΛΊΑ ΓΡΑΜΒΟΎΣΣΑΣ,Typhoon1,strong,single_visit_only,single_visit_only
94,1,0,2019-10-01,2019-10-01,0.0,1,1,ΑΜΟΡΓΟΣ,ΠΑΡΑΛΊΑ ΚΆΤΩ ΚΆΜΠΟΣ,Typhoon1,strong,single_visit_only,single_visit_only
95,1,0,2019-10-01,2019-10-01,0.0,1,0,ΑΜΟΡΓΟΣ,,Typhoon1,strong,single_visit_only,single_visit_only
96,2,1,2019-10-01,2024-06-02,4.280772612717162,1,0,ΑΜΟΡΓΟΣ,,Typhoon1 | Typhoon2,strong,strong,ok
97,1,0,2019-10-02,2019-10-02,0.0,1,1,ΣΙΚΙΝΟΣ,ΠΑΡΑΛΊΑ ΜΆΛΤΑ,Typhoon1,strong,single_visit_only,single_visit_only
98,1,0,2019-10-02,2019-10-02,0.0,1,1,ΣΙΚΙΝΟΣ,ΠΑΡΑΛΊΑ ΑΓΊΟΥ ΓΕΩΡΓΊΟΥ,Typhoon1,strong,single_visit_only,single_visit_only
99,1,0,2019-10-03,2019-10-03,0.0,1,1,ΦΟΛΕΓΑΝΔΡΟΣ,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΓΕΏΡΓΙΟΣ,Typhoon1,strong,single_visit_only,single_visit_only
100,1,0,2019-10-03,2019-10-03,0.0,1,1,ΦΟΛΕΓΑΝΔΡΟΣ,ΠΑΡΑΛΊΑ ΛΙΒΑΔΆΚΙ,Typhoon1,strong,single_visit_only,single_visit_only
101,1,0,2019-10-03,2019-10-03,0.0,1,1,ΦΟΛΕΓΑΝΔΡΟΣ,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΝΙΚΌΛΑΟΣ,Typhoon1,strong,single_visit_only,single_visit_only
102,1,0,2019-10-03,2019-10-03,0.0,1,1,ΦΟΛΕΓΑΝΔΡΟΣ,ΠΑΡΑΛΊΑ ΑΓΚΆΛΗ,Typhoon1,strong,single_visit_only,single_visit_only
103,1,0,2019-10-03,2019-10-03,0.0,1,1,ΦΟΛΕΓΑΝΔΡΟΣ,ΠΑΡΑΛΊΑ,Typhoon1,strong,single_visit_only,single_visit_only
104,1,0,2019-10-03,2019-10-03,0.0,1,1,ΦΟΛΕΓΑΝΔΡΟΣ,ΠΑΡΑΛΊΑ ΦΗΡΆ,Typhoon1,strong,single_visit_only,single_visit_only
105,1,0,2019-10-03,2019-10-03,0.0,1,1,ΦΟΛΕΓΑΝΔΡΟΣ,ΠΑΡΑΛΊΑ ΚΆΤΕΡΓΟ,Typhoon1,strong,single_visit_only,single_visit_only
106,1,0,2019-10-11,2019-10-11,0.0,1,1,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΚΑΛΎΒΕΣ,Typhoon1,strong,single_visit_only,single_visit_only
107,2,1,2019-10-11,2023-04-03,41.16173819115158,1,1,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΚΕΡΆΣ,Typhoon1 | Typhoon2,strong,strong,ok
108,2,1,2019-10-12,2023-04-16,95.36106893369077,1,1,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΚΑΛΥΒΙΑΝΉ,Typhoon1 | Typhoon2,strong,strong,ok
109,1,0,2019-10-12,2019-10-12,0.0,1,1,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΒΙΓΓΛΙΆ,Typhoon1,strong,single_visit_only,single_visit_only
110,1,0,2019-10-13,2019-10-13,0.0,1,1,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΛΙΒΆΔΙΑ,Typhoon1,strong,single_visit_only,single_visit_only
111,1,0,2019-10-13,2019-10-13,0.0,1,0,ΚΡΗΤΗ,,Typhoon1,strong,single_visit_only,single_visit_only
112,1,0,2019-10-13,2019-10-13,0.0,1,1,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΧΩΝΉΣ,Typhoon1,strong,single_visit_only,single_visit_only
113,1,0,2019-10-13,2019-10-13,0.0,1,1,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΡΑΒΔΟΎΧΑ,Typhoon1,strong,single_visit_only,single_visit_only
114,2,1,2019-10-13,2023-04-08,38.63680434962695,1,1,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΠΑΎΛΟΣ,Typhoon1 | Typhoon2,strong,strong,ok
115,1,0,2019-10-13,2019-10-13,0.0,1,0,ΚΡΗΤΗ,,Typhoon1,strong,single_visit_only,single_visit_only
116,1,0,2019-10-13,2019-10-13,0.0,1,0,ΚΡΗΤΗ,,Typhoon1,strong,single_visit_only,single_visit_only
117,1,0,2019-10-13,2019-10-13,0.0,1,0,ΚΡΗΤΗ,,Typhoon1,strong,single_visit_only,single_visit_only
118,1,0,2019-10-14,2019-10-14,0.0,1,1,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΓΡΑΜΒΟΎΣΑ,Typhoon1,strong,single_visit_only,single_visit_only
119,1,0,2019-10-14,2019-10-14,0.0,1,0,ΚΡΗΤΗ,,Typhoon1,strong,single_visit_only,single_visit_only
120,2,1,2019-10-14,2023-04-09,20.48217658592256,1,0,ΚΡΗΤΗ,,Typhoon1 | Typhoon2,strong,strong,ok
121,1,0,2019-10-15,2019-10-15,0.0,1,1,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΦΑΛΆΣΑΡΝΑ,Typhoon1,strong,single_visit_only,single_visit_only
122,1,0,2019-10-15,2019-10-15,0.0,1,1,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΜΙΚΡΉ (ΡΟΖ ΆΜΜΟ),Typhoon1,strong,single_visit_only,single_visit_only
123,1,0,2019-10-16,2019-10-16,0.0,1,0,ΚΡΗΤΗ,,Typhoon1,strong,single_visit_only,single_visit_only
124,1,0,2019-10-17,2019-10-17,0.0,1,1,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΚΌΚΚΙΝΑ ΓΚΡΕΜΝΆ,Typhoon1,strong,single_visit_only,single_visit_only
125,1,0,2019-10-17,2019-10-17,0.0,1,1,ΚΡΗΤΗ,ΠΑΡΑΛΊΑ ΣΦΗΝΆΡΙ,Typhoon1,strong,single_visit_only,single_visit_only
